n,k,t,lambda,mu,lib_id,members,source_method
96,45,25,20,22,65,5 6 7 10 11 14 15 17 20 22 25 26 29 31 34 36 42 44 45 49 50 52 55 57 58 59 62 64 65 67 68 69 73 77 80 81 82 84 85 86 89 90 91 92 93,inverse
96,45,25,20,22,65,5 6 7 10 12 15 17 20 21 27 28 30 32 34 36 40 42 43 45 46 49 51 54 55 56 57 59 60 63 65 67 69 70 74 75 77 78 80 82 84 86 87 88 91 93,rrhc
96,14,6,2,2,67,17 21 28 31 48 63 64 74 75 78 79 84 89 94,rrhc
96,14,6,2,2,67,4 21 24 30 46 48 66 68 75 76 78 82 84 94,inverse
96,22,16,8,4,67,11 25 27 34 35 38 39 40 46 51 58 60 61 67 71 73 75 81 85 89 92 93,inverse
96,22,16,8,4,67,2 11 25 35 38 39 40 43 46 47 49 51 54 60 61 67 81 85 89 92 93 94,rrhc
96,22,16,8,4,68,3 7 13 15 23 28 30 31 36 38 42 44 52 54 55 58 59 66 79 84 90 96,inverse
96,22,16,8,4,68,3 7 13 23 27 30 31 35 38 39 44 51 52 54 55 58 59 70 84 87 90 96,rrhc
96,22,16,8,4,70,3 5 6 8 13 16 18 23 24 26 36 39 45 48 51 58 68 69 74 83 88 90,inverse
96,22,16,8,4,70,3 5 6 8 13 16 18 23 24 28 36 39 45 48 52 54 68 69 75 82 88 92,rrhc
96,22,16,8,4,71,6 10 16 23 36 41 44 49 54 57 60 62 67 71 74 82 83 84 85 86 91 92,inverse
96,22,16,8,4,71,6 10 23 38 39 41 49 54 55 57 60 62 68 71 74 83 84 85 86 89 90 92,rrhc
96,11,4,3,1,72,2 22 25 33 64 69 71 74 81 86 92,inverse
96,11,4,3,1,72,2 33 48 50 56 71 72 82 86 88 91,rrhc
96,22,16,8,4,72,3 6 13 16 19 20 22 23 43 48 53 56 57 64 65 68 72 74 76 90 92 94,rrhc
96,22,16,8,4,72,3 6 13 16 19 20 22 23 43 48 54 56 64 65 68 72 75 77 82 83 92 93,inverse
96,26,11,7,7,72,3 9 10 17 19 21 23 24 25 26 29 33 34 35 37 38 45 55 57 62 69 75 76 79 87 89,inverse
96,26,11,7,7,72,5 8 9 10 13 15 17 20 23 27 29 33 34 37 42 44 49 57 62 67 73 75 83 88 91 96,rrhc
96,45,25,20,22,75,2 4 6 14 15 17 23 24 28 29 31 32 33 35 36 37 41 45 47 48 55 59 61 62 66 68 69 71 72 73 74 77 79 80 82 83 85 88 89 91 92 93 94 95 96,rrhc
96,45,25,20,22,75,3 4 6 7 10 11 12 16 17 19 21 22 24 28 29 34 35 36 37 38 39 40 43 44 46 55 59 60 66 67 70 74 77 79 80 82 83 84 85 91 92 93 94 95 96,inverse
96,45,25,20,22,77,2 7 8 9 11 15 16 17 20 22 24 26 28 29 32 34 35 38 40 42 45 47 49 50 53 56 60 62 63 66 68 71 72 73 74 78 82 86 87 88 89 91 94 95 96,rrhc
96,45,25,20,22,77,2 9 11 13 15 16 17 19 20 21 23 24 25 27 28 29 32 34 36 37 38 40 42 43 44 46 48 49 50 52 54 56 59 60 62 64 65 68 70 74 83 85 88 91 96,inverse
96,45,25,20,22,80,2 10 12 13 15 19 20 21 23 24 25 27 29 30 33 35 38 39 41 43 46 48 49 51 52 54 56 57 59 61 65 67 69 72 75 79 82 84 85 87 89 92 93 95 96,rrhc
96,45,25,20,22,80,2 3 7 10 12 14 16 20 22 24 25 27 29 30 33 36 37 40 44 45 47 49 51 52 54 56 57 59 61 63 64 66 68 70 71 73 75 79 82 84 86 88 92 93 96,inverse
96,45,25,20,22,84,2 4 7 8 9 11 13 15 16 17 19 20 21 22 24 25 26 28 29 32 35 37 38 40 43 44 46 49 50 52 56 58 60 64 65 68 70 74 76 79 81 85 88 90 93,inverse
96,45,25,20,22,84,2 4 8 9 11 15 17 20 23 24 25 26 28 29 30 32 36 38 39 41 45 47 48 49 50 52 56 57 60 63 66 67 69 71 72 73 74 76 79 86 87 89 90 93 95,rrhc
96,45,25,20,22,85,2 3 4 6 9 10 12 16 19 23 32 35 36 38 39 40 42 43 47 48 49 50 51 55 56 59 62 66 67 72 73 75 76 79 80 82 83 84 86 87 89 90 93 94 95,rrhc
96,45,25,20,22,85,2 3 6 7 10 12 17 18 21 22 28 29 32 35 36 37 38 41 44 45 46 49 50 51 55 59 62 64 65 68 69 70 71 75 76 79 80 82 83 84 85 88 90 93 94,inverse
96,45,25,20,22,87,4 9 10 11 12 13 14 15 19 21 22 23 24 25 26 27 28 31 37 38 39 40 41 42 43 46 49 52 58 59 62 63 64 67 72 76 77 80 81 87 89 90 94 95 96,inverse
96,45,25,20,22,87,7 9 10 11 12 13 14 15 16 17 18 25 26 27 28 31 37 38 44 45 47 48 50 51 52 58 62 63 64 68 69 70 71 73 74 75 77 80 81 82 83 87 88 95 96,rrhc
96,45,25,20,22,88,6 7 10 11 12 13 14 15 16 18 19 24 25 26 30 35 41 42 43 44 46 47 48 49 53 54 55 57 58 60 61 62 66 67 70 77 81 86 87 88 91 92 93 95 96,inverse
96,45,25,20,22,88,6 8 10 11 12 14 15 16 18 21 22 23 24 27 30 36 37 41 42 45 49 52 57 58 60 61 62 63 64 65 67 71 72 73 77 78 79 80 81 85 88 89 91 92 96,rrhc
96,45,25,20,22,89,4 5 6 7 9 11 13 15 16 21 22 24 30 33 34 39 42 45 51 52 55 56 57 58 61 63 66 67 69 71 72 73 74 75 76 78 79 80 81 84 86 87 89 90 95,rrhc
96,45,25,20,22,89,5 6 9 11 13 15 17 18 19 23 30 33 34 37 40 41 43 44 46 47 48 49 50 51 52 55 56 57 58 61 63 64 65 68 70 75 76 78 79 80 81 84 85 88 90,inverse
96,45,25,20,22,91,3 4 5 7 12 16 22 24 25 26 30 32 33 35 36 37 38 39 40 42 43 44 47 50 53 54 55 57 58 59 60 64 65 67 71 72 73 75 81 85 90 91 93 94 96,rrhc
96,45,25,20,22,91,4 5 8 12 14 15 21 23 24 27 30 32 33 35 36 41 42 43 44 46 48 50 52 57 58 59 60 66 68 69 71 72 75 78 79 80 81 86 87 88 90 91 94 95 96,inverse
96,45,25,20,22,94,3 5 10 12 17 18 21 23 25 27 28 30 31 33 35 36 38 39 41 43 45 46 48 49 51 52 54 55 56 58 61 64 66 67 69 70 72 74 76 82 83 84 85 87 93,inverse
96,45,25,20,22,94,5 7 8 9 10 12 14 15 17 18 22 24 26 29 31 33 35 36 39 41 43 45 47 50 53 55 57 59 61 64 66 67 69 70 72 73 75 78 81 84 85 87 90 93 94,rrhc
96,45,25,20,22,97,2 3 6 8 9 10 12 14 18 19 21 22 23 28 30 32 34 36 40 42 43 45 52 53 54 55 57 59 61 63 66 67 69 71 73 77 82 86 87 88 91 92 93 95 96,rrhc
96,45,25,20,22,97,2 6 7 8 10 12 15 16 18 19 29 32 34 36 37 38 39 41 42 43 45 46 47 48 52 53 54 55 56 58 61 63 64 65 68 71 77 81 83 85 91 92 93 94 96,inverse
96,43,35,18,20,98,3 4 5 6 7 12 14 17 19 20 21 26 29 30 34 39 40 41 44 48 52 53 56 57 60 65 71 73 76 77 78 79 83 84 85 87 88 89 90 91 93 94 95,inverse
96,43,35,18,20,98,4 5 6 8 12 15 17 19 20 22 23 25 29 30 34 38 39 40 41 44 46 47 53 56 57 60 65 71 76 77 78 79 83 84 85 87 88 89 90 91 93 94 95,rrhc
96,45,25,20,22,98,3 9 10 12 14 18 20 23 28 29 31 33 36 37 39 41 42 45 47 48 51 54 55 56 61 63 64 65 67 69 71 72 73 75 77 78 79 80 84 85 89 91 92 93 96,rrhc
96,45,25,20,22,98,7 9 10 12 15 16 18 19 20 21 22 27 28 29 31 33 36 38 40 42 43 44 46 51 53 55 56 61 63 66 68 70 75 77 79 80 84 86 87 88 91 92 93 95 96,inverse
96,45,25,20,22,99,2 3 4 7 8 11 14 16 17 20 21 22 25 26 30 32 34 36 40 43 45 46 49 51 52 55 57 58 60 61 63 66 68 70 72 74 76 80 81 86 87 88 92 95 96,inverse
96,45,25,20,22,99,2 4 8 11 15 17 20 23 24 25 26 30 32 34 36 37 38 39 41 43 45 47 48 50 52 55 57 58 60 61 63 64 65 67 69 70 72 73 75 77 80 81 85 90 91,rrhc
96,45,25,20,22,100,3 10 12 14 16 18 20 21 23 26 28 30 31 33 36 39 41 42 43 45 46 48 49 51 52 54 56 58 61 63 64 66 68 70 72 74 76 77 78 80 84 85 87 91 93,inverse
96,45,25,20,22,100,7 9 10 12 15 18 20 22 24 26 29 31 33 36 38 40 42 43 45 47 50 52 54 57 61 63 64 66 67 69 70 72 73 75 78 80 81 84 85 87 88 90 92 93 96,rrhc
96,45,25,20,22,103,2 7 8 11 16 17 20 22 26 28 32 35 40 42 43 47 49 54 56 57 60 61 63 64 68 70 71 73 74 75 78 79 81 82 84 85 86 88 89 90 91 93 94 95 96,rrhc
96,45,25,20,22,103,2 9 11 13 16 17 20 21 23 25 29 30 32 36 37 40 42 43 46 48 49 52 54 55 58 59 60 61 65 66 68 70 71 74 75 78 80 83 84 87 88 89 90 91 96,inverse
96,45,25,20,22,104,2 3 5 8 9 11 13 16 17 18 23 25 26 28 29 32 33 34 38 39 40 43 47 48 52 56 57 62 63 66 67 70 71 73 75 76 77 81 86 87 89 91 92 95 96,rrhc
96,45,25,20,22,104,2 5 7 8 9 11 13 14 15 17 18 19 21 22 25 26 28 29 32 33 34 37 41 44 45 46 51 52 56 57 62 63 64 65 68 69 72 77 81 85 88 90 91 92 96,inverse
96,45,25,20,22,105,2 3 7 10 11 13 14 16 17 20 21 22 24 25 28 31 34 35 37 40 42 43 46 49 50 52 53 55 56 57 61 64 65 68 70 71 74 77 78 79 81 85 88 89 91,rrhc
96,45,25,20,22,105,2 3 8 9 10 11 13 14 16 17 20 23 24 26 27 29 30 31 34 35 40 42 43 47 48 49 50 54 58 61 66 68 70 71 73 74 80 86 87 88 89 92 93 95 96,inverse
96,45,25,20,22,113,10 11 15 17 18 19 21 22 23 26 28 29 30 31 32 33 34 35 36 39 40 41 43 44 49 50 53 54 55 57 58 64 66 71 73 75 77 82 84 86 87 88 91 92 93,rrhc
96,45,25,20,22,113,7 10 11 13 15 16 17 18 21 24 26 28 29 31 33 34 37 39 44 48 51 54 55 57 58 60 61 63 64 66 69 71 72 73 74 77 78 79 81 83 85 88 89 91 96,inverse
96,45,25,20,22,130,2 10 11 12 13 14 16 18 19 20 23 24 31 32 35 38 39 40 42 43 44 47 48 49 50 54 55 58 59 66 67 70 73 74 78 79 80 81 82 83 86 87 93 94 95,inverse
96,45,25,20,22,130,2 7 10 11 13 14 18 20 21 22 24 27 31 33 35 37 38 41 42 45 46 49 50 53 55 58 59 60 64 65 68 69 71 72 74 79 80 81 82 83 85 88 89 93 94,rrhc
96,45,25,20,22,132,2 3 4 7 8 10 11 12 15 17 20 21 24 25 30 31 32 36 37 41 44 48 49 57 59 63 64 65 68 69 70 72 73 76 77 80 82 83 85 88 89 90 91 93 94,rrhc
96,45,25,20,22,132,2 3 8 10 11 12 13 15 16 18 19 20 22 23 24 25 30 31 32 35 39 40 42 43 45 46 47 49 57 59 66 67 71 76 77 80 82 83 86 87 90 91 93 94 95,inverse
96,45,25,20,22,133,3 4 5 7 9 15 16 19 21 22 24 25 26 30 34 35 36 39 40 42 43 44 46 55 56 59 61 62 64 65 67 70 74 77 79 80 81 84 86 87 91 92 93 94 96,inverse
96,45,25,20,22,133,3 4 5 9 13 15 23 25 26 30 34 37 41 42 45 47 48 49 50 55 56 59 61 62 63 66 68 69 71 72 73 77 79 80 81 84 85 88 89 91 92 93 94 95 96,rrhc
96,45,25,20,22,134,4 14 17 20 23 29 30 34 36 38 41 44 47 48 50 54 55 56 57 61 62 63 65 68 69 70 72 73 74 76 78 79 80 83 84 85 87 88 89 90 92 93 94 95 96,inverse
96,45,25,20,22,134,4 7 9 14 16 17 20 21 22 24 28 34 36 38 39 40 44 46 49 51 54 55 58 59 61 62 63 65 67 70 72 75 77 78 79 80 81 82 84 85 87 89 91 93 95,rrhc
96,45,25,20,22,137,3 7 9 12 13 14 16 17 20 21 22 24 27 28 29 32 33 34 35 39 40 42 45 46 49 50 53 54 56 59 60 61 66 67 71 72 74 78 82 86 87 89 92 95 96,rrhc
96,45,25,20,22,137,9 12 15 17 19 20 23 24 27 28 29 32 33 34 36 37 38 41 42 43 44 47 48 49 50 53 54 56 59 60 61 63 64 65 68 69 70 73 74 78 82 85 88 92 96,inverse
96,45,25,20,22,141,3 6 7 8 9 12 13 14 17 18 19 21 22 25 26 28 32 33 35 37 41 43 46 51 52 55 58 59 60 64 65 68 69 72 75 76 77 81 82 85 88 89 90 93 96,rrhc
96,45,25,20,22,141,3 6 8 9 12 14 16 17 18 23 25 26 28 32 33 36 39 40 44 45 47 48 51 52 58 59 60 63 66 67 70 71 73 75 76 77 79 80 81 82 86 87 90 95 96,inverse
96,45,25,20,22,142,2 4 7 8 11 13 15 16 18 20 22 24 25 26 29 32 36 37 38 39 40 44 47 49 52 56 57 59 60 64 66 67 70 72 73 75 79 81 82 86 89 90 92 93 96,rrhc
96,45,25,20,22,142,2 4 8 9 11 13 15 18 20 21 23 24 25 26 28 30 32 36 38 41 44 46 48 49 51 52 58 60 65 68 69 70 72 76 79 83 85 87 88 89 92 93 94 95 96,inverse
96,45,25,20,22,143,3 4 5 9 12 19 23 24 27 28 29 32 33 34 35 36 37 38 41 42 43 44 47 48 49 50 53 54 55 56 60 62 64 65 68 69 70 73 74 78 85 88 91 92 93,inverse
96,45,25,20,22,143,4 5 7 9 12 14 15 16 21 22 24 27 28 29 32 33 34 35 36 39 40 42 45 46 49 50 53 54 55 56 60 62 66 67 71 72 74 77 78 86 87 89 93 95 96,rrhc
96,45,25,20,22,144,2 3 4 7 8 9 11 12 14 15 18 21 22 24 25 28 31 35 39 40 41 44 45 49 51 52 57 61 63 65 66 67 70 71 73 76 78 80 81 83 85 86 92 94 96,rrhc
96,45,25,20,22,144,2 3 4 8 9 11 12 14 15 16 18 19 23 25 28 30 31 35 43 46 47 48 50 52 58 61 63 65 66 68 69 72 74 75 77 78 80 83 85 86 88 89 90 91 94,inverse
96,45,25,20,22,145,3 4 6 7 8 9 12 14 16 17 19 21 22 25 28 35 36 37 39 41 43 45 46 50 55 59 60 61 62 64 65 68 71 74 75 76 77 79 80 82 83 85 93 94 96,rrhc
96,45,25,20,22,145,4 6 9 12 15 17 19 23 26 28 35 36 38 40 43 45 47 48 50 51 52 55 59 60 61 62 66 67 69 71 73 74 79 80 82 83 86 87 88 90 91 92 93 94 95,inverse
96,45,25,20,22,146,3 7 9 10 13 14 16 18 19 20 22 24 26 28 29 31 32 34 36 37 39 40 42 43 45 47 50 51 52 54 55 56 60 62 65 66 67 71 73 76 77 78 79 87 92,inverse
96,45,25,20,22,146,3 8 9 10 13 14 18 19 20 21 23 25 27 28 29 31 32 34 36 37 41 42 43 45 46 48 49 53 56 60 62 65 66 68 69 71 74 75 80 87 88 90 91 93 96,rrhc
96,45,25,20,22,147,2 3 5 7 8 16 17 18 19 21 22 24 26 30 31 34 35 38 39 40 43 44 46 50 55 57 58 61 62 63 66 67 70 77 79 80 81 84 86 87 91 92 93 95 96,inverse
96,45,25,20,22,147,2 5 8 14 15 17 18 23 26 30 31 34 35 37 41 45 47 48 49 55 57 58 61 62 63 64 65 68 69 71 72 73 74 77 79 80 81 84 85 88 89 91 92 93 96,rrhc
96,45,25,20,22,152,4 5 7 9 14 16 21 22 24 25 26 27 30 32 33 34 35 36 37 38 42 45 46 53 54 56 57 58 64 65 67 68 69 71 72 74 77 78 81 84 85 89 91 92 96,inverse
96,45,25,20,22,152,5 9 12 13 14 16 17 18 19 23 24 25 26 27 30 38 43 44 47 48 53 54 56 57 58 60 61 62 63 66 67 68 69 70 73 74 77 78 81 86 87 91 92 95 96,rrhc
96,43,35,18,20,158,2 4 6 10 11 13 14 16 18 23 27 31 34 36 38 39 40 44 47 48 51 53 54 57 58 59 61 62 64 65 66 67 70 72 73 75 77 78 84 89 91 94 95,rrhc
96,43,35,18,20,158,2 4 6 7 10 11 13 14 18 21 22 27 31 34 36 38 41 44 46 51 53 54 57 58 59 61 62 64 65 66 68 69 70 72 75 77 78 84 88 89 91 94 95,inverse
96,45,25,20,22,159,3 4 11 15 17 19 20 22 23 24 26 27 29 31 34 36 40 41 43 45 46 47 49 51 52 53 55 56 58 61 63 65 67 68 71 75 77 79 81 83 85 87 91 94 95,rrhc
96,45,25,20,22,159,3 4 7 9 11 15 16 17 19 20 21 26 27 28 30 31 34 36 39 43 45 48 50 52 53 55 57 59 61 63 65 69 71 73 74 76 79 82 85 87 88 90 92 95 96,inverse
96,45,25,20,22,160,2 3 4 5 7 8 9 10 11 18 19 21 22 25 26 28 29 31 35 37 38 41 43 44 46 51 52 56 61 63 64 65 68 69 70 75 76 77 82 84 85 88 90 92 94,inverse
96,45,25,20,22,160,2 3 4 5 8 9 10 11 16 18 23 25 26 28 29 31 35 38 39 40 45 47 48 51 52 56 59 61 63 66 67 71 72 73 75 76 83 84 86 87 89 90 91 95 96,rrhc
96,22,16,8,4,185,11 14 17 18 21 27 30 33 42 45 57 58 61 62 63 67 73 77 79 87 90 94,rrhc
96,22,16,8,4,185,11 14 17 18 21 30 33 42 45 50 55 57 58 61 62 63 65 68 73 78 94 96,inverse
96,22,16,8,4,186,5 11 14 18 20 26 38 43 45 51 53 54 59 60 65 76 79 86 89 92 94 96,rrhc
96,22,16,8,4,186,5 12 18 20 26 35 43 45 51 53 54 59 60 63 67 69 76 79 82 89 92 96,inverse
96,14,6,2,2,189,8 9 13 21 24 25 29 40 44 66 71 76 84 96,inverse
96,14,6,2,2,189,8 9 14 20 24 29 35 47 48 55 76 84 87 92,rrhc
96,43,35,18,20,192,3 5 7 11 12 13 15 16 18 19 22 25 26 29 31 32 33 36 41 42 43 46 47 50 51 54 55 56 57 61 63 65 68 71 72 78 79 82 83 84 87 88 95,inverse
96,43,35,18,20,192,3 5 7 11 12 13 15 16 19 22 25 26 29 31 32 33 36 41 42 45 47 51 54 55 56 61 63 65 68 70 71 73 77 79 81 82 84 87 88 89 93 94 95,rrhc
96,14,6,2,2,193,13 18 19 21 31 48 50 51 58 66 81 84 91 92,inverse
96,14,6,2,2,193,21 29 31 42 48 51 57 58 64 65 70 91 93 96,rrhc
96,22,16,8,4,194,12 18 22 25 27 31 38 39 45 46 49 50 53 59 65 71 72 79 85 92 94 96,inverse
96,22,16,8,4,194,14 18 22 25 27 29 34 45 46 49 50 53 56 61 65 71 72 79 85 88 92 96,rrhc
96,45,25,20,22,194,6 7 10 11 12 14 17 22 24 25 27 28 30 33 38 39 41 42 43 45 47 48 50 53 55 57 59 60 64 65 66 68 70 73 74 76 78 79 81 84 86 92 94 95 96,inverse
96,45,25,20,22,194,6 7 8 10 11 14 17 21 27 28 29 30 34 38 41 42 44 45 46 47 48 49 50 52 53 54 58 60 61 62 64 66 69 77 79 81 82 85 87 88 89 90 92 95 96,rrhc
96,11,4,3,1,195,16 17 21 28 32 36 40 45 54 87 92,rrhc
96,11,4,3,1,195,16 28 36 42 45 53 62 67 73 76 86,inverse
96,22,16,8,4,195,5 11 15 16 18 20 24 27 37 40 43 45 59 60 66 67 74 79 86 87 89 94,rrhc
96,22,16,8,4,195,5 8 12 15 16 18 20 37 40 43 45 50 52 59 60 66 67 82 86 87 89 96,inverse
96,26,11,7,7,195,7 11 13 17 19 22 24 27 36 37 39 41 47 49 56 57 59 63 67 76 81 83 87 89 91 96,inverse
96,26,11,7,7,195,7 8 12 13 19 25 35 36 37 40 41 42 43 46 48 50 54 56 57 59 79 81 83 86 88 93,rrhc
96,22,16,8,4,196,4 12 13 17 21 22 32 34 35 46 51 58 59 61 62 70 75 78 88 91 94 95,inverse
96,22,16,8,4,196,4 12 17 21 22 32 34 36 37 46 58 59 61 62 63 65 70 75 78 79 94 96,rrhc
96,45,25,20,22,197,2 4 9 11 14 18 21 25 28 29 34 38 39 40 42 43 44 47 50 51 53 54 61 62 63 65 66 67 69 73 77 78 80 81 82 83 84 86 88 89 90 91 92 95 96,inverse
96,45,25,20,22,197,2 8 9 11 14 17 18 20 21 26 27 28 30 34 36 39 40 42 44 45 47 49 51 52 55 56 58 60 62 64 66 68 69 71 75 77 79 82 84 85 86 88 92 95 96,rrhc
96,22,16,8,4,201,11 14 24 26 28 30 31 32 35 37 43 45 54 63 67 69 72 73 74 78 81 96,inverse
96,22,16,8,4,201,11 14 26 28 29 31 32 37 38 43 45 51 54 56 63 69 72 73 76 78 95 96,rrhc
96,26,20,4,8,201,2 12 18 20 32 33 34 35 36 41 44 52 54 60 62 67 69 72 75 80 83 84 92 93 94 95,rrhc
96,26,20,4,8,201,2 12 20 32 33 34 38 41 44 45 49 54 60 62 67 69 77 80 83 84 85 89 92 93 94 95,inverse
96,30,20,12,8,201,3 6 9 10 19 23 24 27 32 33 36 37 39 40 41 44 46 53 54 55 62 64 71 74 76 77 81 83 84 85,inverse
96,30,20,12,8,201,6 8 10 16 19 20 23 24 29 32 33 36 39 40 41 51 53 54 55 58 62 63 66 70 71 75 76 83 84 85,rrhc
96,14,6,2,2,204,4 11 14 15 18 22 26 30 33 46 50 53 59 74,rrhc
96,14,6,2,2,204,4 12 14 15 18 22 34 46 56 64 86 90 93 94,inverse
96,22,16,8,4,204,6 9 20 35 37 41 47 48 49 51 52 54 65 66 68 69 75 78 79 81 87 88,rrhc
96,22,16,8,4,204,6 9 20 35 41 47 48 49 51 52 58 60 65 67 69 75 77 79 83 84 87 88,inverse
96,45,25,20,22,207,3 12 13 14 20 23 24 25 27 29 30 31 33 35 36 37 39 41 42 44 45 46 48 53 54 55 57 60 62 68 69 71 73 75 76 79 81 84 86 87 89 90 91 94 95,inverse
96,45,25,20,22,207,3 5 7 12 13 16 17 19 21 22 24 25 27 29 30 31 33 36 38 40 43 47 53 54 55 57 60 62 63 64 65 66 67 70 72 75 76 79 81 84 85 88 90 91 94,rrhc
96,45,25,20,22,209,2 4 5 7 8 13 17 19 22 26 27 29 31 32 34 35 39 40 41 43 47 50 51 56 58 59 60 62 65 66 72 73 74 75 78 79 80 81 82 85 86 88 89 92 96,rrhc
96,45,25,20,22,209,2 4 5 8 13 16 21 23 26 27 28 29 31 32 34 37 42 43 44 45 46 48 49 50 51 57 58 59 60 62 63 67 68 69 78 79 80 85 86 87 89 90 91 92 94,inverse
96,45,25,20,22,210,2 3 4 5 7 10 17 19 21 22 24 26 27 31 33 34 36 38 41 45 47 49 50 51 56 57 59 63 64 65 67 69 71 76 79 80 83 85 87 88 89 90 91 93 94,rrhc
96,45,25,20,22,210,2 3 5 10 13 16 17 18 21 23 24 26 27 28 31 33 34 37 38 40 43 44 47 48 50 51 59 63 66 67 70 72 74 75 76 79 80 81 82 83 86 88 93 95 96,inverse
96,45,25,20,22,215,2 5 7 10 11 13 14 15 16 17 19 21 22 24 26 27 28 29 30 32 35 37 38 39 47 49 51 52 53 61 62 64 66 69 70 71 72 74 77 80 81 82 85 88 91,rrhc
96,45,25,20,22,215,2 5 9 10 11 14 15 19 21 23 25 26 27 32 35 36 38 39 40 41 42 47 48 49 50 56 57 58 61 62 65 70 71 72 74 76 78 80 86 87 88 91 92 94 95,inverse
96,45,25,20,22,216,2 3 4 10 14 16 19 23 24 27 28 29 32 33 35 39 41 42 46 48 51 52 54 56 58 59 61 62 64 65 70 72 73 74 75 77 78 80 82 83 85 87 88 89 91,inverse
96,45,25,20,22,216,2 3 4 7 10 16 17 21 22 27 28 29 32 33 35 37 38 39 41 43 44 45 47 49 50 52 54 56 58 59 61 62 66 71 76 78 80 82 83 86 88 90 92 95 96,rrhc
96,14,6,2,2,226,2 11 18 24 30 37 40 46 76 78 80 87 89 96,rrhc
96,14,6,2,2,226,2 12 18 22 24 29 37 43 53 67 76 78 86 91,inverse
96,45,25,20,22,226,5 6 8 10 11 14 15 17 18 20 21 26 28 29 32 34 35 36 39 42 43 45 47 50 54 55 57 59 60 64 67 71 76 78 80 81 84 85 88 90 92 93 94 95 96,inverse
96,45,25,20,22,226,5 6 8 10 12 15 17 18 20 27 28 30 34 36 38 39 40 42 45 48 51 53 54 55 59 60 61 62 63 64 65 72 73 75 76 78 79 81 82 83 88 89 90 91 95,rrhc
96,11,4,3,1,227,5 16 23 44 48 49 50 69 75 77 89,rrhc
96,11,4,3,1,227,5 23 37 38 48 49 66 67 74 92 96,inverse
96,22,16,8,4,227,2 4 14 15 18 28 29 37 44 49 50 52 58 62 71 76 81 82 84 85 88 95,rrhc
96,22,16,8,4,227,2 4 18 28 29 35 37 41 44 49 52 58 61 63 70 71 74 76 81 82 84 85,inverse
96,26,11,7,7,227,3 5 7 9 10 17 21 22 26 27 31 33 35 39 46 47 52 57 58 65 70 74 79 85 90 95,rrhc
