n,k,t,lambda,mu,lib_id,members,source_method
64,29,17,12,14,63,3 7 8 9 10 11 16 18 19 21 22 28 31 32 33 35 36 39 40 44 45 50 53 55 56 58 59 61 62,rrhc
64,29,17,12,14,63,7 8 9 10 11 13 14 15 18 19 21 22 23 28 31 32 34 37 38 39 40 43 50 54 60 61 62 63 64,inverse
64,29,17,12,14,64,2 3 4 6 8 10 13 15 17 20 22 23 24 29 32 33 37 41 44 48 49 52 55 56 57 59 61 63 64,inverse
64,29,17,12,14,64,4 6 8 11 12 14 16 17 20 22 23 24 29 30 31 34 35 36 38 41 44 48 49 53 54 57 59 61 64,rrhc
64,29,17,12,14,65,3 4 5 8 11 16 17 19 20 22 23 24 26 27 28 30 32 34 36 40 45 47 50 51 52 53 55 56 63,rrhc
64,29,17,12,14,65,5 8 11 13 14 15 18 20 22 23 24 26 27 28 30 32 33 35 37 38 39 41 45 47 50 51 52 54 57,inverse
64,29,17,12,14,66,2 6 8 12 14 17 18 20 21 23 26 28 34 36 37 40 41 44 45 46 49 51 53 55 56 60 61 62 63,inverse
64,29,17,12,14,66,2 6 9 12 14 17 18 20 21 24 25 27 29 34 36 37 40 41 43 47 48 50 53 55 56 58 59 63 64,rrhc
64,22,18,10,6,67,2 6 9 14 15 16 20 21 22 26 30 31 32 40 43 48 49 50 51 56 57 58,rrhc
64,22,18,10,6,67,6 9 10 11 12 14 15 16 20 21 22 26 40 43 48 49 50 51 52 56 57 58,inverse
64,29,17,12,14,67,2 6 9 14 15 16 18 25 27 30 31 32 34 35 39 40 41 43 44 45 46 47 48 51 53 54 56 59 62,inverse
64,29,17,12,14,67,6 9 10 11 12 13 14 15 16 18 23 25 27 33 39 40 41 46 47 48 51 52 55 56 58 60 62 63 64,rrhc
64,29,17,12,14,68,4 6 14 17 19 20 21 23 24 28 30 34 36 37 40 43 45 46 47 49 51 52 53 55 56 59 61 62 63,inverse
64,29,17,12,14,68,4 6 8 9 14 17 19 20 21 25 26 27 29 30 34 36 37 40 44 48 50 52 53 55 56 58 60 63 64,rrhc
64,29,17,12,14,69,2 4 7 9 11 14 16 17 21 22 23 24 28 31 33 35 36 38 41 43 48 50 52 53 55 57 60 62 64,inverse
64,29,17,12,14,69,4 7 9 10 12 13 14 16 17 21 22 24 28 30 32 34 36 38 41 44 45 48 50 54 57 58 59 62 63,rrhc
64,29,17,12,14,70,2 4 5 6 8 10 12 13 14 15 17 19 25 26 31 34 35 37 38 40 42 43 44 48 49 55 59 60 62,rrhc
64,29,17,12,14,70,2 5 6 10 12 13 14 15 18 23 24 31 34 35 37 38 39 41 42 45 46 47 49 55 57 58 61 62 64,inverse
64,22,18,10,6,71,2 3 6 7 8 12 16 17 20 25 27 28 30 36 39 42 43 50 51 52 56 58,rrhc
64,22,18,10,6,71,2 6 7 8 12 14 15 17 20 25 27 28 30 37 38 39 42 43 50 51 52 58,inverse
64,29,17,12,14,71,2 3 4 6 9 13 20 23 28 29 30 31 32 34 35 36 37 38 39 40 41 42 46 47 51 55 58 59 60,rrhc
64,29,17,12,14,71,3 6 9 10 11 12 17 18 19 20 23 28 29 33 36 37 38 42 46 47 51 52 53 54 57 58 59 60 63,inverse
64,29,17,12,14,72,4 5 6 8 13 14 15 19 26 27 28 30 33 35 37 38 39 42 44 46 50 51 52 54 57 58 60 61 64,inverse
64,29,17,12,14,72,5 6 13 14 15 17 18 23 24 25 27 28 30 33 35 37 38 40 41 42 43 45 47 48 50 51 52 54 59,rrhc
64,22,18,10,6,73,6 7 10 12 14 21 24 26 30 32 34 37 39 42 43 45 46 48 55 57 58 60,rrhc
64,22,18,10,6,73,6 7 8 10 12 14 21 25 30 32 34 37 39 42 43 45 47 55 57 58 60 61,inverse
64,29,17,12,14,73,2 3 8 9 11 12 13 15 16 19 21 25 26 28 29 32 33 34 36 40 41 44 45 48 49 53 57 59 60,rrhc
64,29,17,12,14,73,2 3 9 11 12 15 16 19 21 24 27 28 32 35 36 40 41 43 44 46 47 51 54 55 57 58 59 61 63,inverse
64,29,17,12,14,74,2 3 5 7 8 13 14 15 19 22 23 24 25 27 28 29 30 31 32 33 34 36 43 44 46 53 57 58 62,rrhc
64,29,17,12,14,74,3 5 7 8 10 11 12 14 15 19 22 24 25 27 28 29 35 36 45 46 52 54 55 57 59 60 62 63 64,inverse
64,22,18,10,6,75,3 4 5 12 13 14 20 21 22 26 27 28 29 31 39 40 41 47 53 54 55 62,rrhc
64,22,18,10,6,75,3 5 12 13 14 17 18 19 20 21 22 26 27 28 29 31 47 53 54 55 57 62,inverse
64,29,17,12,14,75,4 5 6 9 10 12 13 14 16 18 22 23 24 25 26 30 32 36 38 40 44 49 50 51 54 57 59 61 64,rrhc
64,29,17,12,14,75,5 6 8 9 10 12 13 14 16 17 19 22 30 32 36 38 39 41 43 45 46 47 48 49 50 51 54 58 60,inverse
64,29,17,12,14,76,3 4 6 7 8 11 12 13 14 15 17 23 24 25 28 29 30 31 33 34 36 42 43 44 46 49 50 53 58,rrhc
64,29,17,12,14,76,3 4 6 7 8 9 11 12 14 15 17 24 25 27 30 31 35 36 42 45 46 51 54 55 59 60 62 63 64,inverse
64,29,17,12,14,77,3 4 6 10 11 12 13 17 23 24 25 27 28 29 36 37 38 40 41 45 47 48 52 53 54 55 58 62 64,inverse
64,29,17,12,14,77,4 6 9 10 11 12 13 14 15 16 17 24 25 40 41 43 44 47 48 49 50 51 52 53 54 55 56 59 60,rrhc
64,29,17,12,14,78,2 11 12 14 16 19 24 29 32 35 37 40 41 42 45 46 47 50 51 54 55 56 57 59 60 61 62 63 64,rrhc
64,29,17,12,14,78,2 8 11 12 13 14 16 19 23 25 26 29 32 33 34 37 40 41 42 43 44 48 50 51 53 56 57 58 62,inverse
64,29,17,12,14,79,3 5 10 12 13 15 19 21 22 23 24 29 30 32 33 34 37 40 41 43 44 46 50 51 53 56 57 58 62,rrhc
64,29,17,12,14,79,5 10 12 14 16 19 21 22 24 29 30 32 35 36 38 40 41 45 46 50 51 54 55 57 59 60 62 63 64,inverse
64,29,17,12,14,80,2 3 5 8 17 18 19 25 27 28 29 30 31 32 33 34 35 36 37 38 41 43 45 47 58 60 61 62 63,rrhc
64,29,17,12,14,80,3 5 10 11 12 13 17 18 19 24 26 27 28 29 36 37 38 41 43 45 46 48 52 53 54 55 58 60 62,inverse
64,29,17,12,14,81,2 4 6 11 12 14 15 16 20 24 27 32 33 39 40 41 42 43 46 47 49 50 56 58 59 61 62 63 64,inverse
64,29,17,12,14,81,6 8 10 14 15 16 17 18 19 20 25 26 27 30 31 33 42 43 48 49 50 52 56 57 58 59 62 63 64,rrhc
64,29,17,12,14,82,2 3 4 7 8 9 10 13 14 17 20 22 23 24 26 27 32 33 38 43 45 47 51 52 55 56 59 62 63,inverse
64,29,17,12,14,82,2 4 7 8 10 13 15 16 17 20 22 24 26 28 29 32 33 36 37 44 47 49 50 52 55 58 60 63 64,rrhc
64,22,18,10,6,84,2 4 6 7 9 11 14 18 20 24 25 28 31 33 36 42 47 48 50 52 53 62,inverse
64,22,18,10,6,84,2 4 6 7 9 11 18 20 24 25 28 31 37 42 47 48 50 52 54 56 62 63,rrhc
64,22,18,10,6,85,2 5 7 10 12 13 17 21 22 28 29 31 36 37 43 44 45 49 50 55 57 64,rrhc
64,22,18,10,6,85,2 5 7 10 12 21 22 28 29 31 34 35 36 37 39 40 43 44 45 49 50 64,inverse
64,22,18,10,6,87,6 7 15 17 19 21 22 23 24 26 27 44 46 48 49 50 53 55 56 59 62 64,inverse
64,22,18,10,6,87,6 7 17 19 21 22 23 24 26 27 34 36 38 44 46 48 49 50 59 62 63 64,rrhc
64,22,18,10,6,88,3 5 7 8 9 14 18 20 23 26 27 28 34 39 42 43 44 46 49 53 58 61,rrhc
64,22,18,10,6,88,3 5 7 8 9 14 20 23 26 27 28 41 42 43 44 46 49 55 57 58 61 63,inverse
64,29,17,12,14,88,2 4 5 8 14 18 23 25 26 27 28 29 30 31 32 33 36 37 38 40 44 45 48 51 53 54 57 63 64,inverse
64,29,17,12,14,88,2 4 5 9 14 15 24 29 30 31 32 33 37 39 40 41 43 45 46 47 49 51 53 54 56 58 61 63 64,rrhc
64,29,17,12,14,89,4 10 15 16 17 18 21 24 27 30 31 33 34 36 37 39 43 46 47 49 50 52 53 54 58 59 61 62 64,inverse
64,29,17,12,14,89,4 8 10 16 17 21 23 25 26 27 30 31 33 34 37 38 41 44 45 48 49 50 52 53 54 56 57 60 62,rrhc
64,29,17,12,14,90,2 7 9 14 16 19 20 21 23 24 26 32 35 36 38 39 40 41 43 44 46 48 49 50 51 54 55 58 63,rrhc
64,29,17,12,14,90,7 8 11 12 14 15 16 19 20 21 23 24 28 29 34 35 39 40 41 48 49 50 53 54 56 58 59 60 61,inverse
64,29,17,12,14,91,2 4 5 6 12 14 15 19 26 29 30 33 34 35 37 38 40 41 42 43 44 47 48 50 51 52 61 62 63,rrhc
64,29,17,12,14,91,4 5 6 9 10 11 13 14 15 17 18 19 24 25 26 28 31 32 34 37 38 42 43 44 50 54 61 62 63,inverse
64,29,17,12,14,92,2 6 7 8 9 13 15 16 20 21 23 30 31 32 33 37 40 41 46 47 48 49 50 51 55 57 58 59 60,inverse
64,29,17,12,14,92,2 7 9 10 13 15 16 18 21 22 26 27 32 33 37 39 40 42 45 47 48 51 52 55 59 60 61 62 64,rrhc
64,29,17,12,14,94,2 6 8 9 11 12 13 15 16 20 21 25 26 28 32 35 36 37 41 43 45 48 50 55 57 58 60 62 63,inverse
64,29,17,12,14,94,2 9 11 12 13 15 16 21 22 23 24 27 28 32 34 35 36 37 41 42 43 46 47 49 53 57 60 61 64,rrhc
64,22,18,10,6,95,2 4 7 9 14 15 16 20 22 24 25 32 33 34 35 41 42 47 48 51 56 63,inverse
64,22,18,10,6,95,4 7 11 12 14 15 16 20 22 24 25 28 29 33 34 35 41 42 47 48 56 63,rrhc
64,29,17,12,14,95,2 3 5 7 8 9 11 15 16 17 18 19 20 25 28 35 38 39 43 47 50 54 55 58 59 61 62 63 64,rrhc
64,29,17,12,14,95,2 3 7 9 11 15 16 18 19 21 23 24 26 28 35 38 40 42 44 45 46 48 50 54 55 57 60 62 63,inverse
64,22,18,10,6,96,3 4 6 7 12 13 15 18 20 23 29 31 32 34 42 45 50 51 52 58 62 64,inverse
64,22,18,10,6,96,4 6 7 12 16 18 20 23 29 31 32 35 38 42 45 50 51 52 55 58 62 64,rrhc
64,29,17,12,14,96,2 5 7 9 11 14 17 18 19 20 23 24 28 31 35 36 37 39 44 46 47 52 54 55 56 59 61 63 64,inverse
64,29,17,12,14,96,2 7 8 9 11 13 14 18 19 21 23 25 26 28 31 33 34 36 37 40 42 44 48 52 53 56 57 59 64,rrhc
64,29,17,12,14,97,2 4 6 9 13 14 17 19 20 21 24 25 26 27 32 33 36 37 43 51 55 56 57 58 59 61 62 63 64,inverse
64,29,17,12,14,97,4 5 6 9 11 12 14 17 19 23 24 25 26 27 34 35 36 37 42 44 45 51 53 54 56 57 60 61 62,rrhc
64,22,18,10,6,98,6 7 8 16 17 20 26 29 38 39 42 43 45 46 50 51 54 58 60 61 62 63,inverse
64,22,18,10,6,98,6 7 8 16 20 26 29 33 38 40 42 43 45 46 50 51 53 57 58 60 61 62,rrhc
64,29,17,12,14,98,2 3 6 8 9 17 18 19 20 21 23 27 30 31 32 36 37 38 40 43 46 47 48 51 53 54 60 62 64,inverse
64,29,17,12,14,98,3 5 6 8 10 11 12 17 18 19 23 28 29 33 36 37 38 40 42 43 46 47 48 49 50 52 60 63 64,rrhc
64,29,17,12,14,99,2 4 6 8 12 13 18 21 22 27 32 34 37 38 40 42 44 45 46 47 49 50 51 52 56 59 60 61 63,rrhc
64,29,17,12,14,99,5 6 8 9 11 12 13 19 20 22 26 31 32 34 37 38 40 41 43 46 48 49 50 56 59 60 62 63 64,inverse
64,29,17,12,14,100,3 5 10 12 15 16 17 18 20 22 23 24 27 30 32 33 38 39 41 44 45 46 47 49 53 54 60 61 63,rrhc
64,29,17,12,14,100,3 8 10 12 15 16 17 18 21 22 25 26 30 32 33 38 39 41 42 43 48 50 53 54 58 59 62 63 64,inverse
64,29,17,12,14,101,2 11 12 15 16 19 21 23 24 27 32 35 37 38 40 42 44 45 46 47 49 50 54 56 57 60 61 62 63,rrhc
64,29,17,12,14,101,2 5 8 11 12 15 16 17 19 25 26 27 32 35 36 37 38 42 43 48 49 50 53 54 57 58 59 62 64,inverse
64,29,17,12,14,102,2 4 12 13 14 15 16 18 20 21 23 24 25 28 29 30 32 35 43 47 50 51 54 55 57 58 61 63 64,inverse
64,29,17,12,14,102,2 4 5 8 9 11 13 14 16 20 23 25 28 29 31 32 33 35 38 41 44 45 47 48 49 55 57 58 63,rrhc
64,22,18,10,6,103,2 3 6 7 8 11 12 17 19 21 22 32 33 35 37 43 44 45 46 47 48 64,inverse
64,22,18,10,6,103,2 6 7 8 11 12 13 14 16 17 19 21 22 32 43 44 45 46 47 48 54 64,rrhc
64,22,18,10,6,104,3 5 6 7 14 18 22 24 29 34 39 45 46 47 50 51 53 59 60 61 62 64,rrhc
64,22,18,10,6,104,3 5 6 7 14 22 24 29 41 45 46 47 50 51 55 57 59 60 61 62 63 64,inverse
64,29,17,12,14,105,2 3 7 8 11 13 15 17 19 23 24 25 28 29 31 34 37 39 41 44 46 49 50 52 53 54 56 59 64,inverse
64,29,17,12,14,105,7 10 12 13 14 15 16 17 18 19 23 26 28 29 30 32 34 44 47 48 49 50 53 54 56 57 59 61 64,rrhc
64,22,18,10,6,106,3 5 6 7 8 9 12 14 16 19 21 25 27 28 31 32 37 41 45 49 52 60,inverse
64,22,18,10,6,106,3 5 6 7 9 12 14 16 19 21 23 26 27 28 31 32 37 41 44 48 49 52,rrhc
64,29,17,12,14,106,2 3 5 7 8 15 16 19 27 30 31 32 33 34 35 38 39 40 41 42 44 45 46 47 48 49 50 62 63,inverse
