group_id,param_id,graph_id,members,source_method
38,31,1364,3 4 5 6 13 14 15 16,exhaustive
38,31,1364,3 4 5 6 13 14 15 18,exhaustive
38,31,1367,3 4 5 6 7 10 13 15,exhaustive
38,31,1368,3 4 5 6 7 10 13 18,exhaustive
38,31,1368,3 4 5 6 7 11 13 15,exhaustive
38,31,1364,3 4 5 6 7 8 10 11,exhaustive
38,31,1366,3 4 5 6 8 11 14 16,exhaustive
38,31,1367,3 4 5 7 12 13 16 18,exhaustive
38,31,1365,3 4 5 8 10 11 14 16,exhaustive
38,31,1366,3 4 5 8 10 14 15 18,exhaustive
38,31,1366,3 4 5 8 11 12 14 16,exhaustive
38,31,1365,3 4 5 8 11 14 15 16,exhaustive
38,31,1365,3 4 5 8 11 14 16 18,exhaustive
38,31,1367,3 4 6 7 10 11 12 13,exhaustive
38,31,1367,3 4 6 7 11 13 15 16,exhaustive
38,31,1368,3 4 6 7 12 13 15 16,exhaustive
38,31,1364,3 4 6 7 8 10 11 15,exhaustive
38,31,1364,3 4 6 7 8 11 12 15,exhaustive
38,31,1365,3 4 6 8 10 14 15 18,exhaustive
38,31,1368,3 4 7 10 11 12 13 15,exhaustive
38,31,1367,3 4 7 11 12 13 15 18,exhaustive
38,31,1368,3 4 7 11 12 13 16 18,exhaustive
38,31,1364,3 4 7 8 11 12 15 16,exhaustive
38,31,1364,3 4 7 8 12 15 16 18,exhaustive
38,31,1366,3 4 8 10 11 14 15 18,exhaustive
38,31,1365,3 4 8 10 12 14 15 18,exhaustive
38,31,1366,3 4 8 10 14 15 16 18,exhaustive
38,31,1368,3 5 6 7 8 9 11 18,exhaustive
38,31,1368,3 5 6 7 8 9 12 15,exhaustive
38,31,1367,3 5 6 7 8 9 16 18,exhaustive
38,31,1366,3 5 6 8 9 11 14 16,exhaustive
38,31,1367,3 5 6 9 10 12 13 14,exhaustive
38,31,1368,3 5 6 9 10 13 14 16,exhaustive
38,31,1367,3 5 7 8 9 10 11 12,exhaustive
38,31,1368,3 5 7 8 9 10 12 18,exhaustive
38,31,1367,3 5 7 8 9 12 15 18,exhaustive
38,31,1364,3 5 7 9 10 12 13 15,exhaustive
38,31,1364,3 5 7 9 10 12 13 16,exhaustive
38,31,1365,3 5 8 9 10 11 14 16,exhaustive
38,31,1366,3 5 8 9 10 14 15 18,exhaustive
38,31,1366,3 5 8 9 11 12 14 16,exhaustive
38,31,1365,3 5 8 9 11 14 15 16,exhaustive
38,31,1365,3 5 8 9 11 14 16 18,exhaustive
38,31,1368,3 5 9 11 12 13 14 15,exhaustive
38,31,1367,3 5 9 12 13 14 15 16,exhaustive
38,31,1367,3 6 7 8 9 10 15 16,exhaustive
38,31,1367,3 6 7 8 9 11 12 18,exhaustive
38,31,1368,3 6 7 8 9 15 16 18,exhaustive
38,31,1364,3 6 7 9 10 12 13 16,exhaustive
38,31,1364,3 6 7 9 10 13 16 18,exhaustive
38,31,1364,3 6 7 9 11 13 16 18,exhaustive
38,31,1365,3 6 8 9 10 14 15 18,exhaustive
38,31,1367,3 6 9 10 11 13 14 16,exhaustive
38,31,1368,3 6 9 10 11 13 14 18,exhaustive
38,31,1367,3 6 9 11 13 14 15 18,exhaustive
38,31,1368,3 6 9 12 13 14 16 18,exhaustive
38,31,1368,3 7 8 9 10 11 12 16,exhaustive
38,31,1366,3 8 9 10 11 14 15 18,exhaustive
38,31,1365,3 8 9 10 12 14 15 18,exhaustive
38,31,1366,3 8 9 10 14 15 16 18,exhaustive
38,31,1368,3 9 10 12 13 14 15 16,exhaustive
38,31,1367,3 9 10 12 13 14 16 18,exhaustive
38,31,1367,4 10 11 12 13 14 16 17,exhaustive
38,31,1368,4 5 10 11 12 13 14 17,exhaustive
38,31,1367,4 5 10 12 13 14 17 18,exhaustive
38,31,1368,4 5 12 13 14 15 17 18,exhaustive
38,31,1367,4 5 6 11 13 14 17 18,exhaustive
38,31,1367,4 5 6 12 13 14 15 17,exhaustive
38,31,1368,4 5 6 13 14 16 17 18,exhaustive
38,31,1365,4 5 6 7 11 13 16 17,exhaustive
38,31,1368,4 5 6 7 8 10 12 17,exhaustive
38,31,1367,4 5 6 7 8 10 16 17,exhaustive
38,31,1366,4 5 7 10 11 13 16 17,exhaustive
38,31,1365,4 5 7 10 13 15 17 18,exhaustive
38,31,1365,4 5 7 11 12 13 16 17,exhaustive
38,31,1366,4 5 7 11 13 15 16 17,exhaustive
38,31,1366,4 5 7 11 13 16 17 18,exhaustive
38,31,1367,4 5 7 8 11 12 15 17,exhaustive
38,31,1368,4 5 7 8 12 15 16 17,exhaustive
38,31,1364,4 5 8 10 12 14 15 17,exhaustive
38,31,1364,4 5 8 10 12 14 16 17,exhaustive
38,31,1368,4 6 10 13 14 15 16 17,exhaustive
38,31,1368,4 6 11 12 13 14 17 18,exhaustive
38,31,1367,4 6 13 14 15 16 17 18,exhaustive
38,31,1366,4 6 7 10 13 15 17 18,exhaustive
38,31,1368,4 6 7 8 10 11 16 17,exhaustive
38,31,1367,4 6 7 8 10 11 17 18,exhaustive
38,31,1368,4 6 7 8 11 15 17 18,exhaustive
38,31,1367,4 6 7 8 12 16 17 18,exhaustive
38,31,1364,4 6 8 10 12 14 16 17,exhaustive
38,31,1364,4 6 8 10 14 16 17 18,exhaustive
38,31,1364,4 6 8 11 14 16 17 18,exhaustive
38,31,1365,4 7 10 11 13 15 17 18,exhaustive
38,31,1366,4 7 10 12 13 15 17 18,exhaustive
38,31,1365,4 7 10 13 15 16 17 18,exhaustive
38,31,1367,4 7 8 10 12 15 16 17,exhaustive
38,31,1368,4 7 8 10 12 16 17 18,exhaustive
38,31,1364,5 6 7 8 9 12 17 18,exhaustive
38,31,1364,5 6 7 8 9 15 16 17,exhaustive
38,31,1364,5 6 7 8 9 15 17 18,exhaustive
38,31,1365,5 6 7 9 11 13 16 17,exhaustive
38,31,1368,5 6 8 9 10 14 15 17,exhaustive
38,31,1367,5 6 8 9 10 14 17 18,exhaustive
38,31,1367,5 6 8 9 11 14 15 17,exhaustive
38,31,1364,5 6 9 10 11 13 14 17,exhaustive
38,31,1364,5 7 8 9 11 12 17 18,exhaustive
38,31,1366,5 7 9 10 11 13 16 17,exhaustive
38,31,1365,5 7 9 10 13 15 17 18,exhaustive
38,31,1365,5 7 9 11 12 13 16 17,exhaustive
38,31,1366,5 7 9 11 13 15 16 17,exhaustive
38,31,1366,5 7 9 11 13 16 17 18,exhaustive
38,31,1368,5 8 9 12 14 16 17 18,exhaustive
38,31,1366,6 7 9 10 13 15 17 18,exhaustive
38,31,1368,6 8 9 10 11 12 14 17,exhaustive
38,31,1368,6 8 9 11 14 15 16 17,exhaustive
38,31,1367,6 8 9 12 14 15 16 17,exhaustive
38,31,1364,6 9 10 11 13 14 15 17,exhaustive
38,31,1364,6 9 11 12 13 14 15 17,exhaustive
38,31,1364,7 8 9 10 11 12 17 18,exhaustive
38,31,1365,7 9 10 11 13 15 17 18,exhaustive
38,31,1366,7 9 10 12 13 15 17 18,exhaustive
38,31,1365,7 9 10 13 15 16 17 18,exhaustive
38,31,1367,8 9 10 11 12 14 15 17,exhaustive
38,31,1368,8 9 11 12 14 15 17 18,exhaustive
38,31,1367,8 9 11 12 14 16 17 18,exhaustive
38,31,1364,9 11 12 13 14 15 16 17,exhaustive
38,31,1364,9 12 13 14 15 16 17 18,exhaustive
38,32,1369,2 3 4 6 8 9 12 14,exhaustive
38,32,1369,2 4 6 7 9 12 13 17,exhaustive
38,32,1369,3 4 5 8 9 11 14 16,exhaustive
38,32,1369,3 4 8 9 10 14 15 18,exhaustive
38,32,1369,4 5 7 9 11 13 16 17,exhaustive
38,32,1369,4 7 9 10 13 15 17 18,exhaustive
40,27,1358,2 4 11 15,exhaustive
40,27,1358,2 4 16 18,exhaustive
40,27,1358,2 9 11 15,exhaustive
40,27,1358,2 9 16 18,exhaustive
40,27,1358,4 11 12 15,exhaustive
40,27,1358,4 5 10 12,exhaustive
40,27,1358,4 5 6 10,exhaustive
40,27,1358,4 6 16 18,exhaustive
40,27,1358,5 6 9 10,exhaustive
40,27,1358,5 9 10 12,exhaustive
40,27,1358,6 9 16 18,exhaustive
40,27,1358,9 11 12 15,exhaustive
40,28,1360,10 11 12 13 14,exhaustive
40,28,1359,2 11 13 14 18,exhaustive
40,28,1360,2 13 14 15 16,exhaustive
40,28,1360,2 8 11 17 18,exhaustive
40,28,1359,2 8 15 16 17,exhaustive
40,28,1359,5 12 13 14 15,exhaustive
40,28,1360,5 6 13 14 18,exhaustive
40,28,1359,5 6 8 17 18,exhaustive
40,28,1360,5 8 12 15 17,exhaustive
40,28,1359,6 10 13 14 16,exhaustive
40,28,1360,6 8 10 16 17,exhaustive
40,28,1359,8 10 11 12 17,exhaustive
40,29,1361,2 4 5 8 10 13,exhaustive
40,29,1361,2 5 9 10 14 17,exhaustive
40,29,1361,4 6 8 11 13 15,exhaustive
40,29,1361,4 8 12 13 16 18,exhaustive
40,29,1361,6 9 11 14 15 17,exhaustive
40,29,1361,9 12 14 16 17 18,exhaustive
40,30,1362,2 3 7 11 13 14 18,exhaustive
40,30,1363,2 3 7 13 14 15 16,exhaustive
40,30,1363,2 3 7 8 11 17 18,exhaustive
40,30,1362,2 3 7 8 15 16 17,exhaustive
40,30,1363,2 4 8 9 11 17 18,exhaustive
40,30,1362,2 4 8 9 15 16 17,exhaustive
40,30,1362,2 4 9 11 13 14 18,exhaustive
40,30,1363,2 4 9 13 14 15 16,exhaustive
40,30,1363,3 5 6 7 13 14 18,exhaustive
40,30,1362,3 5 6 7 8 17 18,exhaustive
40,30,1362,3 5 7 12 13 14 15,exhaustive
40,30,1363,3 5 7 8 12 15 17,exhaustive
40,30,1362,3 6 7 10 13 14 16,exhaustive
40,30,1363,3 6 7 8 10 16 17,exhaustive
40,30,1363,3 7 10 11 12 13 14,exhaustive
40,30,1362,3 7 8 10 11 12 17,exhaustive
40,30,1362,4 5 6 8 9 17 18,exhaustive
40,30,1363,4 5 6 9 13 14 18,exhaustive
40,30,1363,4 5 8 9 12 15 17,exhaustive
40,30,1362,4 5 9 12 13 14 15,exhaustive
40,30,1363,4 6 8 9 10 16 17,exhaustive
40,30,1362,4 6 9 10 13 14 16,exhaustive
40,30,1362,4 8 9 10 11 12 17,exhaustive
40,30,1363,4 9 10 11 12 13 14,exhaustive
40,32,1369,2 3 4 5 7 8 10 13,exhaustive
40,32,1369,2 3 5 7 9 10 14 17,exhaustive
40,32,1369,3 4 6 7 8 11 13 15,exhaustive
40,32,1369,3 4 7 8 12 13 16 18,exhaustive
40,32,1369,3 6 7 9 11 14 15 17,exhaustive
40,32,1369,3 7 9 12 14 16 17 18,exhaustive
41,27,1358,10 11 15 17,exhaustive
41,27,1358,10 12 17 18,exhaustive
41,27,1358,10 13 16 18,exhaustive
41,27,1358,10 14 16 18,exhaustive
41,27,1358,11 12 16 17,exhaustive
41,27,1358,11 13 15 18,exhaustive
41,27,1358,11 13 16 18,exhaustive
41,27,1358,11 14 15 18,exhaustive
41,27,1358,11 14 16 18,exhaustive
41,27,1358,11 15 16 17,exhaustive
41,27,1358,12 13 15 18,exhaustive
41,27,1358,12 14 15 18,exhaustive
41,27,1358,15 16 17 18,exhaustive
41,27,1358,2 10 12 17,exhaustive
41,27,1358,2 10 13 18,exhaustive
41,27,1358,2 10 14 18,exhaustive
41,27,1358,2 10 15 17,exhaustive
41,27,1358,2 12 13 18,exhaustive
41,27,1358,2 12 14 18,exhaustive
41,27,1358,2 12 16 17,exhaustive
41,27,1358,2 3 11 12,exhaustive
41,27,1358,2 3 11 16,exhaustive
41,27,1358,2 3 12 15,exhaustive
41,27,1358,2 3 15 18,exhaustive
41,27,1358,2 3 6 16,exhaustive
41,27,1358,2 3 6 18,exhaustive
41,27,1358,2 4 10 11,exhaustive
41,27,1358,2 4 10 16,exhaustive
41,27,1358,2 4 11 15,exhaustive
41,27,1358,2 4 16 18,exhaustive
41,27,1358,2 4 5 15,exhaustive
41,27,1358,2 4 5 18,exhaustive
41,27,1358,2 5 11 13,exhaustive
41,27,1358,2 5 11 14,exhaustive
41,27,1358,2 5 12 13,exhaustive
41,27,1358,2 5 12 14,exhaustive
41,27,1358,2 5 16 17,exhaustive
41,27,1358,2 5 6 17,exhaustive
41,27,1358,2 5 6 8,exhaustive
41,27,1358,2 5 8 16,exhaustive
41,27,1358,2 5 9 15,exhaustive
41,27,1358,2 5 9 18,exhaustive
41,27,1358,2 6 10 13,exhaustive
41,27,1358,2 6 10 14,exhaustive
41,27,1358,2 6 11 13,exhaustive
41,27,1358,2 6 11 14,exhaustive
41,27,1358,2 6 15 17,exhaustive
41,27,1358,2 6 7 16,exhaustive
41,27,1358,2 6 7 18,exhaustive
41,27,1358,2 6 8 15,exhaustive
41,27,1358,2 7 11 12,exhaustive
41,27,1358,2 7 11 16,exhaustive
41,27,1358,2 7 12 15,exhaustive
41,27,1358,2 7 15 18,exhaustive
41,27,1358,2 8 10 12,exhaustive
41,27,1358,2 8 10 15,exhaustive
41,27,1358,2 8 12 16,exhaustive
41,27,1358,2 9 10 11,exhaustive
41,27,1358,2 9 10 16,exhaustive
41,27,1358,2 9 11 15,exhaustive
41,27,1358,2 9 16 18,exhaustive
41,27,1358,3 10 11 16,exhaustive
41,27,1358,3 10 11 18,exhaustive
41,27,1358,3 10 12 15,exhaustive
41,27,1358,3 10 15 16,exhaustive
41,27,1358,3 5 11 12,exhaustive
41,27,1358,3 5 11 18,exhaustive
41,27,1358,3 5 15 16,exhaustive
41,27,1358,3 5 15 18,exhaustive
41,27,1358,3 5 6 12,exhaustive
41,27,1358,3 5 6 16,exhaustive
41,27,1358,3 6 10 12,exhaustive
41,27,1358,3 6 10 18,exhaustive
41,27,1358,4 10 12 16,exhaustive
41,27,1358,4 11 12 15,exhaustive
41,27,1358,4 11 12 18,exhaustive
41,27,1358,4 12 15 16,exhaustive
41,27,1358,4 5 10 12,exhaustive
41,27,1358,4 5 12 18,exhaustive
41,27,1358,4 5 6 10,exhaustive
41,27,1358,4 5 6 15,exhaustive
41,27,1358,4 6 10 11,exhaustive
41,27,1358,4 6 11 18,exhaustive
41,27,1358,4 6 15 16,exhaustive
41,27,1358,4 6 16 18,exhaustive
41,27,1358,5 10 11 17,exhaustive
41,27,1358,5 10 13 15,exhaustive
41,27,1358,5 10 13 16,exhaustive
41,27,1358,5 10 14 15,exhaustive
41,27,1358,5 10 14 16,exhaustive
41,27,1358,5 10 17 18,exhaustive
41,27,1358,5 11 13 15,exhaustive
41,27,1358,5 11 14 15,exhaustive
41,27,1358,5 12 13 16,exhaustive
41,27,1358,5 12 14 16,exhaustive
41,27,1358,5 16 17 18,exhaustive
41,27,1358,5 6 11 17,exhaustive
41,27,1358,5 6 7 12,exhaustive
41,27,1358,5 6 7 16,exhaustive
41,27,1358,5 6 8 11,exhaustive
41,27,1358,5 6 9 10,exhaustive
41,27,1358,5 6 9 15,exhaustive
41,27,1358,5 7 11 12,exhaustive
41,27,1358,5 7 11 18,exhaustive
41,27,1358,5 7 15 16,exhaustive
41,27,1358,5 7 15 18,exhaustive
41,27,1358,5 8 10 11,exhaustive
41,27,1358,5 8 10 18,exhaustive
41,27,1358,5 8 16 18,exhaustive
41,27,1358,5 9 10 12,exhaustive
41,27,1358,5 9 12 18,exhaustive
41,27,1358,6 10 13 15,exhaustive
41,27,1358,6 10 14 15,exhaustive
41,27,1358,6 11 12 17,exhaustive
41,27,1358,6 11 13 16,exhaustive
41,27,1358,6 11 14 16,exhaustive
41,27,1358,6 12 13 15,exhaustive
41,27,1358,6 12 13 16,exhaustive
41,27,1358,6 12 14 15,exhaustive
41,27,1358,6 12 14 16,exhaustive
41,27,1358,6 12 17 18,exhaustive
41,27,1358,6 15 17 18,exhaustive
41,27,1358,6 7 10 12,exhaustive
41,27,1358,6 7 10 18,exhaustive
41,27,1358,6 8 11 12,exhaustive
41,27,1358,6 8 12 18,exhaustive
41,27,1358,6 8 15 18,exhaustive
41,27,1358,6 9 10 11,exhaustive
41,27,1358,6 9 11 18,exhaustive
41,27,1358,6 9 15 16,exhaustive
41,27,1358,6 9 16 18,exhaustive
41,27,1358,7 10 11 16,exhaustive
41,27,1358,7 10 11 18,exhaustive
41,27,1358,7 10 12 15,exhaustive
41,27,1358,7 10 15 16,exhaustive
41,27,1358,8 10 11 15,exhaustive
41,27,1358,8 10 12 18,exhaustive
41,27,1358,8 11 12 16,exhaustive
41,27,1358,8 11 15 16,exhaustive
41,27,1358,8 15 16 18,exhaustive
41,27,1358,9 10 12 16,exhaustive
41,27,1358,9 11 12 15,exhaustive
41,27,1358,9 11 12 18,exhaustive
41,27,1358,9 12 15 16,exhaustive
41,29,1361,2 3 4 15 16 17,exhaustive
41,29,1361,2 3 6 8 12 14,exhaustive
41,29,1361,2 3 9 11 13 18,exhaustive
41,29,1361,2 4 5 8 10 13,exhaustive
41,29,1361,2 4 7 11 14 18,exhaustive
41,29,1361,2 5 9 10 14 17,exhaustive
41,29,1361,2 6 7 12 13 17,exhaustive
41,29,1361,2 7 8 9 15 16,exhaustive
41,29,1361,3 4 10 11 12 17,exhaustive
41,29,1361,3 4 5 6 17 18,exhaustive
41,29,1361,3 5 8 11 14 16,exhaustive
41,29,1361,3 5 9 12 13 15,exhaustive
41,29,1361,3 6 9 10 13 16,exhaustive
41,29,1361,3 8 10 14 15 18,exhaustive
41,29,1361,4 5 7 12 14 15,exhaustive
41,29,1361,4 6 7 10 14 16,exhaustive
41,29,1361,4 6 8 11 13 15,exhaustive
41,29,1361,4 8 12 13 16 18,exhaustive
41,29,1361,5 6 7 8 9 18,exhaustive
41,29,1361,5 7 11 13 16 17,exhaustive
41,29,1361,6 9 11 14 15 17,exhaustive
41,29,1361,7 10 13 15 17 18,exhaustive
41,29,1361,7 8 9 10 11 12,exhaustive
41,29,1361,9 12 14 16 17 18,exhaustive
41,31,1365,2 3 4 10 11 12 13 17,exhaustive
41,31,1365,2 3 4 10 11 12 14 17,exhaustive
41,31,1366,2 3 4 10 13 15 16 17,exhaustive
41,31,1366,2 3 4 10 14 15 16 17,exhaustive
41,31,1366,2 3 4 11 13 15 16 17,exhaustive
41,31,1366,2 3 4 11 14 15 16 17,exhaustive
41,31,1366,2 3 4 12 13 15 16 17,exhaustive
41,31,1366,2 3 4 12 14 15 16 17,exhaustive
41,31,1365,2 3 4 13 15 16 17 18,exhaustive
41,31,1365,2 3 4 14 15 16 17 18,exhaustive
41,31,1365,2 3 4 5 13 15 16 17,exhaustive
41,31,1365,2 3 4 5 14 15 16 17,exhaustive
41,31,1366,2 3 4 5 6 13 17 18,exhaustive
41,31,1366,2 3 4 5 6 14 17 18,exhaustive
41,31,1365,2 3 4 5 6 8 10 13,exhaustive
41,31,1365,2 3 4 5 6 8 12 14,exhaustive
41,31,1365,2 3 4 5 8 10 11 13,exhaustive
41,31,1366,2 3 4 5 8 10 12 13,exhaustive
41,31,1365,2 3 4 5 8 10 13 15,exhaustive
41,31,1366,2 3 4 5 8 10 13 16,exhaustive
41,31,1366,2 3 4 5 8 10 13 18,exhaustive
41,31,1366,2 3 4 5 8 11 14 16,exhaustive
41,31,1365,2 3 4 6 13 15 16 17,exhaustive
41,31,1365,2 3 4 6 14 15 16 17,exhaustive
41,31,1366,2 3 4 6 8 10 12 14,exhaustive
41,31,1365,2 3 4 6 8 11 12 14,exhaustive
41,31,1366,2 3 4 6 8 11 13 15,exhaustive
41,31,1366,2 3 4 6 8 12 14 15,exhaustive
41,31,1365,2 3 4 6 8 12 14 16,exhaustive
41,31,1366,2 3 4 6 8 12 14 18,exhaustive
41,31,1365,2 3 4 8 10 14 15 18,exhaustive
41,31,1365,2 3 4 8 12 13 16 18,exhaustive
41,31,1365,2 3 5 6 8 9 12 14,exhaustive
41,31,1366,2 3 5 6 9 10 14 17,exhaustive
41,31,1365,2 3 5 8 9 11 13 18,exhaustive
41,31,1366,2 3 5 8 9 11 14 16,exhaustive
41,31,1366,2 3 5 8 9 12 13 15,exhaustive
41,31,1366,2 3 5 9 10 11 14 17,exhaustive
41,31,1365,2 3 5 9 10 12 14 17,exhaustive
41,31,1366,2 3 5 9 10 14 15 17,exhaustive
41,31,1365,2 3 5 9 10 14 16 17,exhaustive
41,31,1365,2 3 5 9 10 14 17 18,exhaustive
41,31,1365,2 3 5 9 11 13 17 18,exhaustive
41,31,1366,2 3 5 9 12 13 15 17,exhaustive
41,31,1366,2 3 6 8 9 10 12 14,exhaustive
41,31,1365,2 3 6 8 9 10 13 16,exhaustive
41,31,1365,2 3 6 8 9 11 12 14,exhaustive
41,31,1366,2 3 6 8 9 11 13 18,exhaustive
41,31,1366,2 3 6 8 9 12 14 15,exhaustive
41,31,1365,2 3 6 8 9 12 14 16,exhaustive
41,31,1366,2 3 6 8 9 12 14 18,exhaustive
41,31,1365,2 3 6 9 10 13 16 17,exhaustive
41,31,1366,2 3 6 9 11 13 17 18,exhaustive
41,31,1365,2 3 6 9 11 14 15 17,exhaustive
41,31,1366,2 3 8 9 10 11 13 18,exhaustive
41,31,1365,2 3 8 9 10 14 15 18,exhaustive
41,31,1365,2 3 8 9 11 12 13 18,exhaustive
41,31,1365,2 3 8 9 11 13 15 18,exhaustive
41,31,1366,2 3 8 9 11 13 16 18,exhaustive
