group_id,param_id,graph_id,members,source_method
639,895,1825,7 14 18 20 21 25 26 27 28 30 31 32 36 39 46 54 55 56 60 62 63 64 67,inverse
640,902,61,5 12 14 17 20 21 24 32 33 35 37 40 42 43 45 48 51 52 53 60 61 64 66 67 70,rrhc
640,902,1827,5 17 20 21 25 28 29 35 37 40 41 42 43 44 47 48 49 52 53 59 60 63 64 65 67,inverse
641,895,1826,7 9 10 13 14 15 16 20 24 27 36 49 50 51 52 55 57 58 59 61 62 68 71,inverse
641,895,60,9 10 14 15 17 19 21 24 30 32 35 38 41 43 47 49 50 52 56 62 64 70 72,rrhc
641,902,63,2 3 6 8 20 22 23 25 26 27 32 35 36 38 39 41 50 54 56 57 59 61 63 66 72,inverse
641,902,62,2 8 11 14 16 17 18 20 22 23 25 26 30 34 38 39 41 48 53 56 57 59 61 71 72,rrhc
643,894,1821,3 4 7 10 13 17 19 23 28 30 32 33 44 46 47 48 57 59 61 62 68 69,inverse
643,894,55,3 4 7 10 14 19 23 31 44 46 47 49 51 54 57 59 62 64 66 68 69 70,rrhc
643,905,1829,5 10 11 18 19 20 25 29 32 34 36 40 41 43 44 45 48 50 55 57 58 59 60 63 65 66 69,inverse
643,905,65,6 10 11 14 15 16 19 20 25 29 33 35 40 41 43 44 45 50 55 57 58 59 60 64 65 69 71,rrhc
645,894,1822,3 6 11 13 17 18 24 25 26 31 39 40 41 42 43 44 48 54 55 56 57 71,inverse
645,894,56,3 6 9 11 13 17 18 20 22 26 31 37 41 44 45 48 54 57 58 60 67 71,rrhc
646,894,48,2 3 7 9 11 14 20 22 27 30 33 35 37 41 42 44 45 50 52 55 63 67,inverse
646,894,48,2 3 7 9 11 20 22 32 36 37 41 42 44 45 47 51 53 55 64 65 66 67,rrhc
646,902,63,2 5 7 8 15 21 25 29 31 32 37 39 40 41 44 46 47 48 50 56 57 60 64 66 69,rrhc
646,902,62,2 7 8 12 13 14 16 21 25 27 33 34 37 39 40 41 44 46 51 56 57 60 63 69 71,inverse
