n,k,t,lambda,mu,lib_id,members,source_method
27,8,4,3,2,3,3 6 11 12 15 16 18 26,exhaustive
27,8,4,3,2,3,3 6 7 12 13 16 24 25,exhaustive
27,8,4,3,2,3,3 6 8 11 12 15 21 27,exhaustive
27,8,4,3,2,3,3 6 8 15 18 19 20 21,exhaustive
27,8,4,3,2,3,3 7 13 14 20 23 24 25,exhaustive
27,8,4,3,2,3,3 7 14 16 18 20 25 26,exhaustive
27,8,4,3,2,3,3 7 16 19 20 21 22 24,exhaustive
27,8,4,3,2,3,3 7 19 20 22 23 26 27,exhaustive
27,8,4,3,2,3,3 7 8 11 12 13 22 27,exhaustive
27,8,4,3,2,3,3 7 8 12 14 19 21 24,exhaustive
27,8,4,3,2,3,3 7 8 13 18 19 20 22,exhaustive
27,8,4,3,2,3,3 7 8 14 20 21 25 27,exhaustive
27,8,4,3,2,3,3 8 12 15 19 22 24 26,exhaustive
27,8,4,3,2,3,3 8 15 20 22 25 26 27,exhaustive
27,8,4,3,2,3,5 13 14 15 16 17 24 25,exhaustive
27,8,4,3,2,3,5 15 16 17 19 22 26 27,exhaustive
27,8,4,3,2,3,5 6 11 15 17 23 24 26,exhaustive
27,8,4,3,2,3,5 6 7 16 17 24 25 26,exhaustive
27,8,4,3,2,3,5 6 7 9 11 18 23 26,exhaustive
27,8,4,3,2,3,5 6 9 15 19 21 23 27,exhaustive
27,8,4,3,2,3,5 7 14 16 17 19 21 27,exhaustive
27,8,4,3,2,3,5 7 8 11 17 22 26 27,exhaustive
27,8,4,3,2,3,5 7 9 13 14 16 18 25,exhaustive
27,8,4,3,2,3,5 7 9 13 19 22 23 27,exhaustive
27,8,4,3,2,3,5 8 9 13 15 22 25 27,exhaustive
27,8,4,3,2,3,5 9 11 13 14 15 18 23,exhaustive
27,8,4,3,2,3,6 7 11 12 16 17 26 27,exhaustive
27,8,4,3,2,3,6 7 13 17 19 20 23 24,exhaustive
27,8,4,3,2,3,6 7 16 17 18 19 20 26,exhaustive
27,8,4,3,2,3,6 7 8 17 19 20 21 27,exhaustive
27,8,4,3,2,3,6 7 8 9 13 18 20 25,exhaustive
27,8,4,3,2,3,6 7 9 12 19 23 24 26,exhaustive
27,8,4,3,2,3,6 7 9 16 20 21 24 25,exhaustive
27,8,4,3,2,3,6 7 9 20 23 25 26 27,exhaustive
27,8,4,3,2,3,6 8 13 15 17 20 24 25,exhaustive
27,8,4,3,2,3,6 8 9 12 15 24 25 26,exhaustive
27,8,4,3,2,3,6 9 11 15 20 21 23 24,exhaustive
27,8,4,3,2,3,6 9 12 13 15 16 25 27,exhaustive
27,8,4,3,2,3,6 9 12 15 18 21 23 25,exhaustive
27,8,4,3,2,3,7 11 14 16 17 20 21 24,exhaustive
27,8,4,3,2,3,7 11 14 17 20 23 26 27,exhaustive
27,8,4,3,2,3,7 12 14 16 17 18 21 25,exhaustive
27,8,4,3,2,3,7 12 17 19 21 22 23 27,exhaustive
27,8,4,3,2,3,7 8 11 13 14 17 18 20,exhaustive
27,8,4,3,2,3,7 8 9 11 12 14 18 26,exhaustive
27,8,4,3,2,3,7 8 9 11 20 21 22 27,exhaustive
27,8,4,3,2,3,7 9 11 13 20 22 23 24,exhaustive
27,8,4,3,2,3,7 9 11 16 18 20 22 26,exhaustive
27,8,4,3,2,3,7 9 12 13 18 22 23 25,exhaustive
27,8,4,3,2,3,8 11 12 14 15 17 24 26,exhaustive
27,8,4,3,2,3,8 12 15 17 21 22 25 27,exhaustive
27,8,4,3,2,3,8 9 12 14 15 19 21 27,exhaustive
27,8,4,3,2,3,9 12 13 14 15 19 23 24,exhaustive
27,8,4,3,2,3,9 12 14 15 16 18 19 26,exhaustive
27,8,4,3,2,3,9 13 14 15 20 23 25 27,exhaustive
27,8,4,3,2,3,9 15 16 19 20 21 22 27,exhaustive
27,10,6,3,4,3,11 12 15 17 19 21 22 23 24 26,exhaustive
27,10,6,3,4,3,13 15 16 17 19 20 21 22 24 25,exhaustive
27,10,6,3,4,3,2 11 13 14 16 17 18 20 22 27,exhaustive
27,10,6,3,4,3,2 11 13 16 17 18 20 22 25 26,exhaustive
27,10,6,3,4,3,2 11 14 17 18 19 20 21 23 26,exhaustive
27,10,6,3,4,3,2 3 11 12 19 21 22 23 26 27,exhaustive
27,10,6,3,4,3,2 3 13 16 19 20 21 22 25 27,exhaustive
27,10,6,3,4,3,2 3 4 10 11 16 20 22 26 27,exhaustive
27,10,6,3,4,3,2 3 4 10 12 13 22 23 25 27,exhaustive
27,10,6,3,4,3,2 3 4 5 10 13 14 16 25 27,exhaustive
27,10,6,3,4,3,2 3 4 5 10 14 18 21 23 25,exhaustive
27,10,6,3,4,3,2 3 4 5 6 10 11 16 21 24,exhaustive
27,10,6,3,4,3,2 3 4 5 6 10 11 23 26 27,exhaustive
27,10,6,3,4,3,2 3 4 5 6 8 10 11 13 18,exhaustive
27,10,6,3,4,3,2 3 4 5 8 10 14 24 25 26,exhaustive
27,10,6,3,4,3,2 3 4 6 8 10 12 13 19 24,exhaustive
27,10,6,3,4,3,2 3 4 6 8 10 13 20 25 27,exhaustive
27,10,6,3,4,3,2 3 4 8 10 11 12 14 26 27,exhaustive
27,10,6,3,4,3,2 3 4 8 10 14 18 19 20 26,exhaustive
27,10,6,3,4,3,2 3 5 11 14 16 18 21 22 27,exhaustive
27,10,6,3,4,3,2 3 5 11 14 16 19 21 26 27,exhaustive
27,10,6,3,4,3,2 3 5 12 13 14 15 23 24 25,exhaustive
27,10,6,3,4,3,2 3 5 12 14 15 16 18 25 26,exhaustive
27,10,6,3,4,3,2 3 5 12 15 16 19 21 22 24,exhaustive
27,10,6,3,4,3,2 3 5 12 15 19 22 23 26 27,exhaustive
27,10,6,3,4,3,2 3 5 6 13 19 21 23 25 27,exhaustive
27,10,6,3,4,3,2 3 5 6 21 22 23 24 25 27,exhaustive
27,10,6,3,4,3,2 3 5 6 7 11 13 20 23 24,exhaustive
27,10,6,3,4,3,2 3 5 6 7 11 16 18 20 26,exhaustive
27,10,6,3,4,3,2 3 5 6 7 8 11 20 21 27,exhaustive
27,10,6,3,4,3,2 3 5 6 8 9 13 19 23 27,exhaustive
27,10,6,3,4,3,2 3 5 7 13 16 19 20 22 27,exhaustive
27,10,6,3,4,3,2 3 5 7 18 19 20 21 22 23,exhaustive
27,10,6,3,4,3,2 3 5 7 8 19 20 22 24 26,exhaustive
27,10,6,3,4,3,2 3 5 8 11 16 17 18 21 22,exhaustive
27,10,6,3,4,3,2 3 5 8 12 13 15 18 19 22,exhaustive
27,10,6,3,4,3,2 3 5 8 12 14 15 21 25 27,exhaustive
27,10,6,3,4,3,2 3 5 8 14 16 17 19 26 27,exhaustive
27,10,6,3,4,3,2 3 5 8 9 21 22 23 24 25,exhaustive
27,10,6,3,4,3,2 3 6 11 14 16 18 20 24 26,exhaustive
27,10,6,3,4,3,2 3 6 12 13 14 18 23 24 25,exhaustive
27,10,6,3,4,3,2 3 6 8 11 19 20 21 26 27,exhaustive
27,10,6,3,4,3,2 3 6 8 19 20 22 24 26 27,exhaustive
27,10,6,3,4,3,2 3 6 8 9 11 13 20 23 24,exhaustive
27,10,6,3,4,3,2 3 6 8 9 12 13 18 23 25,exhaustive
27,10,6,3,4,3,2 3 8 11 14 16 17 20 24 26,exhaustive
27,10,6,3,4,3,2 3 8 12 13 14 18 19 22 27,exhaustive
27,10,6,3,4,3,2 3 8 12 13 14 19 21 25 27,exhaustive
27,10,6,3,4,3,2 3 8 12 14 16 17 18 25 26,exhaustive
27,10,6,3,4,3,2 3 8 12 16 17 19 21 22 24,exhaustive
27,10,6,3,4,3,2 3 8 16 17 20 21 22 25 27,exhaustive
27,10,6,3,4,3,2 3 8 9 11 12 21 22 23 27,exhaustive
27,10,6,3,4,3,2 3 8 9 18 19 20 21 22 23,exhaustive
27,10,6,3,4,3,2 4 10 11 12 16 17 21 22 27,exhaustive
27,10,6,3,4,3,2 4 10 13 14 17 18 20 23 25,exhaustive
27,10,6,3,4,3,2 4 10 16 17 18 19 20 21 22,exhaustive
27,10,6,3,4,3,2 4 5 10 16 17 21 22 24 25,exhaustive
27,10,6,3,4,3,2 4 5 10 17 22 23 25 26 27,exhaustive
27,10,6,3,4,3,2 4 5 6 10 13 16 17 19 27,exhaustive
27,10,6,3,4,3,2 4 5 6 10 17 18 19 21 23,exhaustive
27,10,6,3,4,3,2 4 5 6 8 10 17 19 24 26,exhaustive
27,10,6,3,4,3,2 4 5 8 10 13 17 18 22 25,exhaustive
27,10,6,3,4,3,2 4 5 8 9 10 11 22 24 26,exhaustive
27,10,6,3,4,3,2 4 5 8 9 10 13 14 18 19,exhaustive
27,10,6,3,4,3,2 4 5 9 10 11 13 16 22 27,exhaustive
27,10,6,3,4,3,2 4 5 9 10 11 18 21 22 23,exhaustive
27,10,6,3,4,3,2 4 5 9 10 14 16 19 21 24,exhaustive
27,10,6,3,4,3,2 4 5 9 10 14 19 23 26 27,exhaustive
27,10,6,3,4,3,2 4 6 10 11 13 16 17 20 24,exhaustive
27,10,6,3,4,3,2 4 6 10 12 13 16 17 18 25,exhaustive
27,10,6,3,4,3,2 4 6 8 9 10 19 20 21 24,exhaustive
27,10,6,3,4,3,2 4 6 9 10 11 12 16 24 26,exhaustive
27,10,6,3,4,3,2 4 8 10 12 14 17 18 19 21,exhaustive
27,10,6,3,4,3,2 4 9 10 11 14 20 23 24 26,exhaustive
27,10,6,3,4,3,2 4 9 10 12 14 18 23 25 26,exhaustive
27,10,6,3,4,3,2 4 9 10 12 19 21 22 23 24,exhaustive
27,10,6,3,4,3,2 4 9 10 20 21 22 23 25 27,exhaustive
27,10,6,3,4,3,2 5 11 12 14 15 16 17 21 24,exhaustive
27,10,6,3,4,3,2 5 11 12 14 15 17 23 26 27,exhaustive
27,10,6,3,4,3,2 5 6 11 13 17 18 23 25 26,exhaustive
27,10,6,3,4,3,2 5 6 12 13 15 17 19 23 24,exhaustive
27,10,6,3,4,3,2 5 6 12 15 16 17 18 19 26,exhaustive
27,10,6,3,4,3,2 5 6 14 17 18 23 24 25 26,exhaustive
27,10,6,3,4,3,2 5 6 7 8 9 20 24 25 26,exhaustive
27,10,6,3,4,3,2 5 6 7 9 13 16 20 25 27,exhaustive
27,10,6,3,4,3,2 5 6 7 9 18 20 21 23 25,exhaustive
27,10,6,3,4,3,2 5 6 8 12 15 17 19 21 27,exhaustive
27,10,6,3,4,3,2 5 6 8 9 12 13 15 18 25,exhaustive
27,10,6,3,4,3,2 5 6 8 9 13 19 22 24 27,exhaustive
27,10,6,3,4,3,2 5 6 9 11 13 14 16 18 24,exhaustive
27,10,6,3,4,3,2 5 6 9 11 13 16 17 18 23,exhaustive
27,10,6,3,4,3,2 5 6 9 12 15 16 21 24 25,exhaustive
27,10,6,3,4,3,2 5 6 9 12 15 23 25 26 27,exhaustive
27,10,6,3,4,3,2 5 7 11 13 14 16 17 20 27,exhaustive
27,10,6,3,4,3,2 5 7 11 14 17 18 20 21 23,exhaustive
27,10,6,3,4,3,2 5 7 13 17 20 22 23 24 25,exhaustive
27,10,6,3,4,3,2 5 7 16 17 18 20 22 25 26,exhaustive
27,10,6,3,4,3,2 5 7 8 11 14 17 20 24 26,exhaustive
27,10,6,3,4,3,2 5 7 8 17 20 21 22 25 27,exhaustive
27,10,6,3,4,3,2 5 7 8 9 14 19 20 21 27,exhaustive
27,10,6,3,4,3,2 5 7 9 13 14 19 20 23 24,exhaustive
27,10,6,3,4,3,2 5 7 9 14 16 18 19 20 26,exhaustive
27,10,6,3,4,3,2 5 8 11 12 13 14 15 17 18,exhaustive
27,10,6,3,4,3,2 5 8 11 17 18 19 21 22 26,exhaustive
27,10,6,3,4,3,2 5 8 14 17 18 19 22 26 27,exhaustive
27,10,6,3,4,3,2 5 8 9 11 12 15 21 22 27,exhaustive
27,10,6,3,4,3,2 5 8 9 13 19 21 22 24 25,exhaustive
27,10,6,3,4,3,2 5 9 11 12 13 15 22 23 24,exhaustive
27,10,6,3,4,3,2 5 9 11 12 15 16 18 22 26,exhaustive
27,10,6,3,4,3,2 5 9 11 13 14 16 24 25 26,exhaustive
27,10,6,3,4,3,2 5 9 14 16 17 23 24 25 26,exhaustive
27,10,6,3,4,3,2 6 11 12 14 16 17 18 21 24,exhaustive
27,10,6,3,4,3,2 6 11 12 16 17 18 19 21 26,exhaustive
27,10,6,3,4,3,2 6 13 17 20 22 23 24 25 27,exhaustive
27,10,6,3,4,3,2 6 8 12 17 19 21 22 24 27,exhaustive
27,10,6,3,4,3,2 6 8 9 11 13 20 24 25 26,exhaustive
27,10,6,3,4,3,2 6 9 12 13 16 17 19 23 24,exhaustive
27,10,6,3,4,3,2 6 9 12 13 16 19 21 24 25,exhaustive
27,10,6,3,4,3,2 6 9 12 22 23 24 25 26 27,exhaustive
27,10,6,3,4,3,2 6 9 13 16 17 20 23 25 27,exhaustive
27,10,6,3,4,3,2 6 9 14 18 20 21 23 24 25,exhaustive
27,10,6,3,4,3,2 8 11 12 13 14 17 18 25 26,exhaustive
27,10,6,3,4,3,2 8 9 14 18 19 20 21 22 27,exhaustive
27,10,6,3,4,3,2 9 11 12 13 22 23 24 25 26,exhaustive
27,10,6,3,4,3,2 9 11 12 14 16 17 23 26 27,exhaustive
27,10,6,3,4,3,2 9 11 12 14 16 18 22 26 27,exhaustive
27,10,6,3,4,3,2 9 13 14 19 20 21 23 24 25,exhaustive
27,10,6,3,4,3,2 9 14 16 17 18 19 20 23 26,exhaustive
27,10,6,3,4,3,3 11 12 13 14 15 18 22 23 27,exhaustive
27,10,6,3,4,3,3 11 12 13 15 18 22 23 25 26,exhaustive
27,10,6,3,4,3,3 13 14 15 18 19 20 21 23 25,exhaustive
27,10,6,3,4,3,3 4 10 11 14 15 18 20 23 26,exhaustive
27,10,6,3,4,3,3 4 10 12 13 15 16 19 22 27,exhaustive
27,10,6,3,4,3,3 4 10 12 15 18 19 21 22 23,exhaustive
27,10,6,3,4,3,3 4 5 10 14 15 16 18 19 21,exhaustive
27,10,6,3,4,3,3 4 5 6 7 10 19 21 23 24,exhaustive
27,10,6,3,4,3,3 4 5 6 8 10 15 21 24 25,exhaustive
27,10,6,3,4,3,3 4 5 7 8 10 11 14 18 21,exhaustive
27,10,6,3,4,3,3 4 5 7 8 10 13 22 24 25,exhaustive
27,10,6,3,4,3,3 4 5 8 10 11 15 18 22 26,exhaustive
27,10,6,3,4,3,3 4 6 10 11 12 13 15 23 24,exhaustive
27,10,6,3,4,3,3 4 6 10 11 12 15 16 18 26,exhaustive
27,10,6,3,4,3,3 4 6 7 10 12 13 16 24 25,exhaustive
27,10,6,3,4,3,3 4 6 8 10 11 12 15 21 27,exhaustive
27,10,6,3,4,3,3 4 6 8 10 15 18 19 20 21,exhaustive
27,10,6,3,4,3,3 4 7 10 13 14 20 23 24 25,exhaustive
27,10,6,3,4,3,3 4 7 10 14 16 18 20 25 26,exhaustive
27,10,6,3,4,3,3 4 7 10 16 19 20 21 22 24,exhaustive
27,10,6,3,4,3,3 4 7 10 19 20 22 23 26 27,exhaustive
27,10,6,3,4,3,3 4 7 8 10 11 12 13 22 27,exhaustive
27,10,6,3,4,3,3 4 7 8 10 12 14 19 21 24,exhaustive
27,10,6,3,4,3,3 4 7 8 10 13 18 19 20 22,exhaustive
27,10,6,3,4,3,3 4 7 8 10 14 20 21 25 27,exhaustive
27,10,6,3,4,3,3 4 8 10 12 15 19 22 24 26,exhaustive
27,10,6,3,4,3,3 4 8 10 15 20 22 25 26 27,exhaustive
27,10,6,3,4,3,3 5 11 13 14 15 16 18 25 26,exhaustive
27,10,6,3,4,3,3 5 6 15 16 19 21 22 24 27,exhaustive
27,10,6,3,4,3,3 5 6 7 11 13 23 24 25 26,exhaustive
27,10,6,3,4,3,3 5 6 7 8 11 16 17 18 26,exhaustive
27,10,6,3,4,3,3 5 6 7 8 11 21 22 24 27,exhaustive
27,10,6,3,4,3,3 5 6 7 8 9 23 24 25 26,exhaustive
27,10,6,3,4,3,3 5 6 8 15 16 17 19 21 27,exhaustive
27,10,6,3,4,3,3 5 7 14 18 19 21 22 23 27,exhaustive
27,10,6,3,4,3,3 5 7 8 11 19 21 22 24 26,exhaustive
27,10,6,3,4,3,3 5 7 8 13 16 17 19 22 27,exhaustive
27,10,6,3,4,3,3 5 7 8 9 14 19 21 23 27,exhaustive
27,10,6,3,4,3,3 5 8 11 13 14 15 16 17 18,exhaustive
27,10,6,3,4,3,3 5 8 13 15 18 19 21 22 25,exhaustive
27,10,6,3,4,3,3 5 8 14 15 18 21 22 25 27,exhaustive
27,10,6,3,4,3,3 5 8 9 13 14 15 23 24 25,exhaustive
27,10,6,3,4,3,3 5 8 9 15 19 22 23 26 27,exhaustive
27,10,6,3,4,3,3 6 11 15 20 22 23 24 26 27,exhaustive
27,10,6,3,4,3,3 6 12 13 14 15 16 18 19 24,exhaustive
27,10,6,3,4,3,3 6 12 13 15 16 18 19 21 25,exhaustive
27,10,6,3,4,3,3 6 7 11 12 15 16 20 21 24,exhaustive
27,10,6,3,4,3,3 6 7 11 12 15 20 23 26 27,exhaustive
27,10,6,3,4,3,3 6 7 11 12 16 19 21 24 26,exhaustive
27,10,6,3,4,3,3 6 7 14 18 19 20 23 24 26,exhaustive
27,10,6,3,4,3,3 6 7 16 20 22 24 25 26 27,exhaustive
27,10,6,3,4,3,3 6 7 8 11 12 13 14 18 24,exhaustive
27,10,6,3,4,3,3 6 7 8 11 12 13 15 18 20,exhaustive
27,10,6,3,4,3,3 6 7 8 12 16 17 19 24 26,exhaustive
27,10,6,3,4,3,3 6 7 8 16 17 20 25 26 27,exhaustive
27,10,6,3,4,3,3 6 7 8 9 11 12 23 26 27,exhaustive
27,10,6,3,4,3,3 6 7 8 9 18 19 20 23 26,exhaustive
27,10,6,3,4,3,3 6 8 11 13 15 18 20 25 26,exhaustive
27,10,6,3,4,3,3 6 8 11 15 16 17 20 21 24,exhaustive
27,10,6,3,4,3,3 6 8 12 15 16 17 18 21 25,exhaustive
27,10,6,3,4,3,3 6 8 14 15 18 20 24 25 26,exhaustive
27,10,6,3,4,3,3 7 11 13 16 20 22 24 25 26,exhaustive
27,10,6,3,4,3,3 7 11 14 19 20 21 23 24 26,exhaustive
27,10,6,3,4,3,3 7 12 13 14 15 16 20 25 27,exhaustive
27,10,6,3,4,3,3 7 12 13 14 16 18 22 25 27,exhaustive
27,10,6,3,4,3,3 7 12 14 15 18 20 21 23 25,exhaustive
27,10,6,3,4,3,3 7 8 11 12 13 14 24 25 26,exhaustive
27,10,6,3,4,3,3 7 8 11 13 16 17 20 22 24,exhaustive
27,10,6,3,4,3,3 7 8 12 13 16 17 18 22 25,exhaustive
27,10,6,3,4,3,3 7 8 12 14 15 20 24 25 26,exhaustive
27,10,6,3,4,3,3 7 8 9 11 14 20 21 23 24,exhaustive
27,10,6,3,4,3,3 7 8 9 12 14 18 21 23 25,exhaustive
27,10,6,3,4,3,3 8 12 13 14 15 16 17 19 24,exhaustive
27,10,6,3,4,3,3 8 13 14 15 16 17 20 25 27,exhaustive
27,10,6,3,4,3,3 8 9 11 12 13 14 15 23 27,exhaustive
27,10,6,3,4,3,3 8 9 11 15 20 22 23 24 26,exhaustive
27,10,6,3,4,3,3 8 9 12 15 18 22 23 25 26,exhaustive
27,10,6,3,4,3,3 8 9 13 14 15 18 19 20 23,exhaustive
27,10,6,3,4,3,4 10 11 12 13 14 15 16 17 27,exhaustive
27,10,6,3,4,3,4 10 11 12 14 15 17 18 21 23,exhaustive
27,10,6,3,4,3,4 10 11 15 16 17 20 22 24 26,exhaustive
27,10,6,3,4,3,4 10 12 13 15 17 22 23 24 25,exhaustive
27,10,6,3,4,3,4 10 12 15 16 17 18 22 25 26,exhaustive
27,10,6,3,4,3,4 10 13 14 15 16 17 18 19 20,exhaustive
27,10,6,3,4,3,4 5 10 13 14 15 16 17 24 25,exhaustive
27,10,6,3,4,3,4 5 10 15 16 17 19 22 26 27,exhaustive
27,10,6,3,4,3,4 5 6 10 11 15 17 23 24 26,exhaustive
27,10,6,3,4,3,4 5 6 7 10 16 17 24 25 26,exhaustive
27,10,6,3,4,3,4 5 6 7 9 10 11 18 23 26,exhaustive
27,10,6,3,4,3,4 5 6 9 10 15 19 21 23 27,exhaustive
27,10,6,3,4,3,4 5 7 10 14 16 17 19 21 27,exhaustive
27,10,6,3,4,3,4 5 7 8 10 11 17 22 26 27,exhaustive
27,10,6,3,4,3,4 5 7 9 10 13 14 16 18 25,exhaustive
27,10,6,3,4,3,4 5 7 9 10 13 19 22 23 27,exhaustive
27,10,6,3,4,3,4 5 8 9 10 13 15 22 25 27,exhaustive
27,10,6,3,4,3,4 5 9 10 11 13 14 15 18 23,exhaustive
27,10,6,3,4,3,4 6 7 10 11 12 16 17 26 27,exhaustive
27,10,6,3,4,3,4 6 7 10 13 17 19 20 23 24,exhaustive
27,10,6,3,4,3,4 6 7 10 16 17 18 19 20 26,exhaustive
27,10,6,3,4,3,4 6 7 8 10 17 19 20 21 27,exhaustive
27,10,6,3,4,3,4 6 7 8 9 10 13 18 20 25,exhaustive
27,10,6,3,4,3,4 6 7 9 10 12 19 23 24 26,exhaustive
27,10,6,3,4,3,4 6 7 9 10 16 20 21 24 25,exhaustive
27,10,6,3,4,3,4 6 7 9 10 20 23 25 26 27,exhaustive
27,10,6,3,4,3,4 6 8 10 13 15 17 20 24 25,exhaustive
27,10,6,3,4,3,4 6 8 9 10 12 15 24 25 26,exhaustive
27,10,6,3,4,3,4 6 9 10 11 15 20 21 23 24,exhaustive
27,10,6,3,4,3,4 6 9 10 12 13 15 16 25 27,exhaustive
27,10,6,3,4,3,4 6 9 10 12 15 18 21 23 25,exhaustive
27,10,6,3,4,3,4 7 10 11 14 16 17 20 21 24,exhaustive
27,10,6,3,4,3,4 7 10 11 14 17 20 23 26 27,exhaustive
27,10,6,3,4,3,4 7 10 12 14 16 17 18 21 25,exhaustive
27,10,6,3,4,3,4 7 10 12 17 19 21 22 23 27,exhaustive
27,10,6,3,4,3,4 7 8 10 11 13 14 17 18 20,exhaustive
27,10,6,3,4,3,4 7 8 9 10 11 12 14 18 26,exhaustive
27,10,6,3,4,3,4 7 8 9 10 11 20 21 22 27,exhaustive
27,10,6,3,4,3,4 7 9 10 11 13 20 22 23 24,exhaustive
27,10,6,3,4,3,4 7 9 10 11 16 18 20 22 26,exhaustive
27,10,6,3,4,3,4 7 9 10 12 13 18 22 23 25,exhaustive
27,10,6,3,4,3,4 8 10 11 12 14 15 17 24 26,exhaustive
27,10,6,3,4,3,4 8 10 12 15 17 21 22 25 27,exhaustive
27,10,6,3,4,3,4 8 9 10 12 14 15 19 21 27,exhaustive
27,10,6,3,4,3,4 9 10 12 13 14 15 19 23 24,exhaustive
27,10,6,3,4,3,4 9 10 12 14 15 16 18 19 26,exhaustive
27,10,6,3,4,3,4 9 10 13 14 15 20 23 25 27,exhaustive
27,10,6,3,4,3,4 9 10 15 16 19 20 21 22 27,exhaustive
27,10,6,3,4,3,5 11 14 15 16 17 19 21 24 26,exhaustive
27,10,6,3,4,3,5 11 14 15 17 18 22 23 26 27,exhaustive
27,10,6,3,4,3,5 6 13 15 17 19 21 23 24 25,exhaustive
27,10,6,3,4,3,5 6 14 15 16 17 18 19 24 26,exhaustive
27,10,6,3,4,3,5 6 7 8 11 14 17 18 24 26,exhaustive
27,10,6,3,4,3,5 6 7 9 13 14 18 19 23 24,exhaustive
27,10,6,3,4,3,5 6 7 9 13 16 22 24 25 27,exhaustive
27,10,6,3,4,3,5 6 7 9 13 18 19 21 23 25,exhaustive
27,10,6,3,4,3,5 6 8 9 13 14 15 18 24 25,exhaustive
27,10,6,3,4,3,5 6 9 11 13 15 22 23 24 27,exhaustive
27,10,6,3,4,3,5 6 9 11 13 15 23 25 26 27,exhaustive
27,10,6,3,4,3,5 6 9 15 16 17 21 23 24 25,exhaustive
27,10,6,3,4,3,5 7 11 13 14 16 17 25 26 27,exhaustive
27,10,6,3,4,3,5 7 14 16 17 18 22 25 26 27,exhaustive
27,10,6,3,4,3,5 7 8 13 17 19 21 22 25 27,exhaustive
27,10,6,3,4,3,5 7 9 11 14 16 17 18 21 23,exhaustive
