n,k,t,lambda,mu,lib_id,members,source_method
10,4,2,1,2,1,2 3 4 5,exhaustive
10,4,2,1,2,1,2 3 5 10,exhaustive
10,4,2,1,2,1,2 3 6 7,exhaustive
10,4,2,1,2,1,2 3 7 8,exhaustive
10,4,2,1,2,1,2 4 7 9,exhaustive
10,4,2,1,2,1,2 5 6 9,exhaustive
10,4,2,1,2,1,2 5 8 9,exhaustive
10,4,2,1,2,1,2 7 9 10,exhaustive
10,4,2,1,2,1,3 4 5 6,exhaustive
10,4,2,1,2,1,3 4 7 10,exhaustive
10,4,2,1,2,1,3 4 7 8,exhaustive
10,4,2,1,2,1,3 5 6 8,exhaustive
10,4,2,1,2,1,3 5 8 10,exhaustive
10,4,2,1,2,1,3 6 7 10,exhaustive
10,4,2,1,2,1,4 5 8 9,exhaustive
10,4,2,1,2,1,4 5 9 10,exhaustive
10,4,2,1,2,1,4 6 7 9,exhaustive
10,4,2,1,2,1,5 6 9 10,exhaustive
10,4,2,1,2,1,6 7 8 9,exhaustive
10,4,2,1,2,1,7 8 9 10,exhaustive
