n,k,t,lambda,mu,lib_id,members,source_method
57,22,14,9,8,1,2 3 4 5 7 8 9 11 12 25 36 37 38 40 44 45 46 48 49 50 52 56,ilp
57,22,14,9,8,1,2 4 7 8 9 12 19 21 26 28 29 35 37 38 45 46 48 50 52 54 55 56,inverse
