n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
64,26,24,8,12,63,rrhc,heuristic_none,0
64,27,18,9,13,63,rrhc,heuristic_none,0
64,27,18,17,7,63,rrhc,heuristic_none,0
64,28,14,10,14,63,rrhc,heuristic_none,0
64,29,17,12,14,63,rrhc,found,1
64,29,27,14,12,63,rrhc,heuristic_none,0
64,30,15,13,15,63,rrhc,heuristic_none,0
64,30,21,15,13,63,rrhc,heuristic_none,0
64,30,24,16,12,63,rrhc,heuristic_none,0
64,13,6,1,3,64,rrhc,heuristic_none,0
64,14,7,3,3,64,rrhc,heuristic_none,0
64,17,8,3,5,64,rrhc,heuristic_none,0
64,19,8,7,5,64,rrhc,heuristic_none,0
64,22,18,10,6,64,rrhc,heuristic_none,0
64,23,13,12,6,64,rrhc,heuristic_none,0
64,25,19,6,12,64,rrhc,heuristic_none,0
64,26,24,8,12,64,rrhc,heuristic_none,0
64,27,18,9,13,64,rrhc,heuristic_none,0
64,27,18,17,7,64,rrhc,heuristic_none,0
64,28,14,10,14,64,rrhc,heuristic_none,0
64,29,17,12,14,64,rrhc,found,1
64,29,27,14,12,64,rrhc,heuristic_none,0
64,30,15,13,15,64,rrhc,heuristic_none,0
64,30,21,15,13,64,rrhc,heuristic_none,0
64,30,24,16,12,64,rrhc,heuristic_none,0
64,13,6,1,3,65,rrhc,heuristic_none,0
64,14,7,3,3,65,rrhc,heuristic_none,0
64,17,8,3,5,65,rrhc,heuristic_none,0
64,19,8,7,5,65,rrhc,heuristic_none,0
64,22,18,10,6,65,rrhc,heuristic_none,0
64,23,13,12,6,65,rrhc,heuristic_none,0
64,25,19,6,12,65,rrhc,heuristic_none,0
64,26,24,8,12,65,rrhc,heuristic_none,0
64,27,18,9,13,65,rrhc,heuristic_none,0
64,27,18,17,7,65,rrhc,heuristic_none,0
64,28,14,10,14,65,rrhc,heuristic_none,0
64,29,17,12,14,65,rrhc,found,1
64,29,27,14,12,65,rrhc,heuristic_none,0
64,30,15,13,15,65,rrhc,heuristic_none,0
64,30,21,15,13,65,rrhc,heuristic_none,0
64,30,24,16,12,65,rrhc,heuristic_none,0
64,13,6,1,3,66,rrhc,heuristic_none,0
64,14,7,3,3,66,rrhc,heuristic_none,0
64,17,8,3,5,66,rrhc,heuristic_none,0
64,19,8,7,5,66,rrhc,heuristic_none,0
64,22,18,10,6,66,rrhc,heuristic_none,0
64,23,13,12,6,66,rrhc,heuristic_none,0
64,25,19,6,12,66,rrhc,heuristic_none,0
64,26,24,8,12,66,rrhc,heuristic_none,0
64,27,18,9,13,66,rrhc,heuristic_none,0
64,27,18,17,7,66,rrhc,heuristic_none,0
64,28,14,10,14,66,rrhc,heuristic_none,0
64,29,17,12,14,66,rrhc,found,1
64,29,27,14,12,66,rrhc,heuristic_none,0
64,30,15,13,15,66,rrhc,heuristic_none,0
64,30,21,15,13,66,rrhc,heuristic_none,0
64,30,24,16,12,66,rrhc,heuristic_none,0
64,13,6,1,3,67,rrhc,heuristic_none,0
64,14,7,3,3,67,rrhc,heuristic_none,0
64,17,8,3,5,67,rrhc,heuristic_none,0
64,19,8,7,5,67,rrhc,heuristic_none,0
64,22,18,10,6,67,rrhc,found,1
64,23,13,12,6,67,rrhc,heuristic_none,0
64,25,19,6,12,67,rrhc,heuristic_none,0
64,26,24,8,12,67,rrhc,heuristic_none,0
64,27,18,9,13,67,rrhc,heuristic_none,0
64,27,18,17,7,67,rrhc,heuristic_none,0
64,28,14,10,14,67,rrhc,heuristic_none,0
64,29,17,12,14,67,rrhc,found,1
64,29,27,14,12,67,rrhc,heuristic_none,0
64,30,15,13,15,67,rrhc,heuristic_none,0
64,30,21,15,13,67,rrhc,heuristic_none,0
64,30,24,16,12,67,rrhc,heuristic_none,0
64,13,6,1,3,68,rrhc,heuristic_none,0
64,14,7,3,3,68,rrhc,heuristic_none,0
64,17,8,3,5,68,rrhc,heuristic_none,0
64,19,8,7,5,68,rrhc,heuristic_none,0
64,22,18,10,6,68,rrhc,heuristic_none,0
64,23,13,12,6,68,rrhc,heuristic_none,0
64,25,19,6,12,68,rrhc,heuristic_none,0
64,26,24,8,12,68,rrhc,heuristic_none,0
64,27,18,9,13,68,rrhc,heuristic_none,0
64,27,18,17,7,68,rrhc,heuristic_none,0
64,28,14,10,14,68,rrhc,heuristic_none,0
64,29,17,12,14,68,rrhc,found,1
64,29,27,14,12,68,rrhc,heuristic_none,0
64,30,15,13,15,68,rrhc,heuristic_none,0
64,30,21,15,13,68,rrhc,heuristic_none,0
64,30,24,16,12,68,rrhc,heuristic_none,0
64,13,6,1,3,69,rrhc,heuristic_none,0
64,14,7,3,3,69,rrhc,heuristic_none,0
64,17,8,3,5,69,rrhc,heuristic_none,0
64,19,8,7,5,69,rrhc,heuristic_none,0
64,22,18,10,6,69,rrhc,heuristic_none,0
64,23,13,12,6,69,rrhc,heuristic_none,0
64,25,19,6,12,69,rrhc,heuristic_none,0
64,26,24,8,12,69,rrhc,heuristic_none,0
64,27,18,9,13,69,rrhc,heuristic_none,0
64,27,18,17,7,69,rrhc,heuristic_none,0
64,28,14,10,14,69,rrhc,heuristic_none,0
64,29,17,12,14,69,rrhc,found,1
64,29,27,14,12,69,rrhc,heuristic_none,0
64,30,15,13,15,69,rrhc,heuristic_none,0
64,30,21,15,13,69,rrhc,heuristic_none,0
64,30,24,16,12,69,rrhc,heuristic_none,0
64,13,6,1,3,70,rrhc,heuristic_none,0
64,14,7,3,3,70,rrhc,heuristic_none,0
64,17,8,3,5,70,rrhc,heuristic_none,0
64,19,8,7,5,70,rrhc,heuristic_none,0
64,22,18,10,6,70,rrhc,heuristic_none,0
64,23,13,12,6,70,rrhc,heuristic_none,0
64,25,19,6,12,70,rrhc,heuristic_none,0
64,26,24,8,12,70,rrhc,heuristic_none,0
64,27,18,9,13,70,rrhc,heuristic_none,0
64,27,18,17,7,70,rrhc,heuristic_none,0
64,28,14,10,14,70,rrhc,heuristic_none,0
64,29,17,12,14,70,rrhc,found,1
64,29,27,14,12,70,rrhc,heuristic_none,0
64,30,15,13,15,70,rrhc,heuristic_none,0
64,30,21,15,13,70,rrhc,heuristic_none,0
64,30,24,16,12,70,rrhc,heuristic_none,0
64,13,6,1,3,71,rrhc,heuristic_none,0
64,14,7,3,3,71,rrhc,heuristic_none,0
64,17,8,3,5,71,rrhc,heuristic_none,0
64,19,8,7,5,71,rrhc,heuristic_none,0
64,22,18,10,6,71,rrhc,found,1
64,23,13,12,6,71,rrhc,heuristic_none,0
64,25,19,6,12,71,rrhc,heuristic_none,0
64,26,24,8,12,71,rrhc,heuristic_none,0
64,27,18,9,13,71,rrhc,heuristic_none,0
64,27,18,17,7,71,rrhc,heuristic_none,0
64,28,14,10,14,71,rrhc,heuristic_none,0
64,29,17,12,14,71,rrhc,found,1
64,29,27,14,12,71,rrhc,heuristic_none,0
64,30,15,13,15,71,rrhc,heuristic_none,0
64,30,21,15,13,71,rrhc,heuristic_none,0
64,30,24,16,12,71,rrhc,heuristic_none,0
64,13,6,1,3,72,rrhc,heuristic_none,0
64,14,7,3,3,72,rrhc,heuristic_none,0
64,17,8,3,5,72,rrhc,heuristic_none,0
64,19,8,7,5,72,rrhc,heuristic_none,0
64,22,18,10,6,72,rrhc,heuristic_none,0
64,23,13,12,6,72,rrhc,heuristic_none,0
64,25,19,6,12,72,rrhc,heuristic_none,0
64,26,24,8,12,72,rrhc,heuristic_none,0
64,27,18,9,13,72,rrhc,heuristic_none,0
64,27,18,17,7,72,rrhc,heuristic_none,0
64,28,14,10,14,72,rrhc,heuristic_none,0
64,29,17,12,14,72,rrhc,found,1
64,29,27,14,12,72,rrhc,heuristic_none,0
64,30,15,13,15,72,rrhc,heuristic_none,0
64,30,21,15,13,72,rrhc,heuristic_none,0
64,30,24,16,12,72,rrhc,heuristic_none,0
64,13,6,1,3,73,rrhc,heuristic_none,0
64,14,7,3,3,73,rrhc,heuristic_none,0
64,17,8,3,5,73,rrhc,heuristic_none,0
64,19,8,7,5,73,rrhc,heuristic_none,0
64,22,18,10,6,73,rrhc,found,1
64,23,13,12,6,73,rrhc,heuristic_none,0
64,25,19,6,12,73,rrhc,heuristic_none,0
64,26,24,8,12,73,rrhc,heuristic_none,0
64,27,18,9,13,73,rrhc,heuristic_none,0
64,27,18,17,7,73,rrhc,heuristic_none,0
64,28,14,10,14,73,rrhc,heuristic_none,0
64,29,17,12,14,73,rrhc,found,1
64,29,27,14,12,73,rrhc,heuristic_none,0
64,30,15,13,15,73,rrhc,heuristic_none,0
64,30,21,15,13,73,rrhc,heuristic_none,0
64,30,24,16,12,73,rrhc,heuristic_none,0
64,13,6,1,3,74,rrhc,heuristic_none,0
64,14,7,3,3,74,rrhc,heuristic_none,0
64,17,8,3,5,74,rrhc,heuristic_none,0
64,19,8,7,5,74,rrhc,heuristic_none,0
64,22,18,10,6,74,rrhc,heuristic_none,0
64,23,13,12,6,74,rrhc,heuristic_none,0
64,25,19,6,12,74,rrhc,heuristic_none,0
64,26,24,8,12,74,rrhc,heuristic_none,0
64,27,18,9,13,74,rrhc,heuristic_none,0
64,27,18,17,7,74,rrhc,heuristic_none,0
64,28,14,10,14,74,rrhc,heuristic_none,0
64,29,17,12,14,74,rrhc,found,1
64,29,27,14,12,74,rrhc,heuristic_none,0
64,30,15,13,15,74,rrhc,heuristic_none,0
64,30,21,15,13,74,rrhc,heuristic_none,0
64,30,24,16,12,74,rrhc,heuristic_none,0
64,13,6,1,3,75,rrhc,heuristic_none,0
64,14,7,3,3,75,rrhc,heuristic_none,0
64,17,8,3,5,75,rrhc,heuristic_none,0
64,19,8,7,5,75,rrhc,heuristic_none,0
64,22,18,10,6,75,rrhc,found,1
64,23,13,12,6,75,rrhc,heuristic_none,0
64,25,19,6,12,75,rrhc,heuristic_none,0
64,26,24,8,12,75,rrhc,heuristic_none,0
64,27,18,9,13,75,rrhc,heuristic_none,0
64,27,18,17,7,75,rrhc,heuristic_none,0
64,28,14,10,14,75,rrhc,heuristic_none,0
64,29,17,12,14,75,rrhc,found,1
64,29,27,14,12,75,rrhc,heuristic_none,0
64,30,15,13,15,75,rrhc,heuristic_none,0
64,30,21,15,13,75,rrhc,heuristic_none,0
64,30,24,16,12,75,rrhc,heuristic_none,0
64,13,6,1,3,76,rrhc,heuristic_none,0
64,14,7,3,3,76,rrhc,heuristic_none,0
64,17,8,3,5,76,rrhc,heuristic_none,0
64,19,8,7,5,76,rrhc,heuristic_none,0
64,22,18,10,6,76,rrhc,heuristic_none,0
64,23,13,12,6,76,rrhc,heuristic_none,0
64,25,19,6,12,76,rrhc,heuristic_none,0
64,26,24,8,12,76,rrhc,heuristic_none,0
64,27,18,9,13,76,rrhc,heuristic_none,0
64,27,18,17,7,76,rrhc,heuristic_none,0
64,28,14,10,14,76,rrhc,heuristic_none,0
64,29,17,12,14,76,rrhc,found,1
64,29,27,14,12,76,rrhc,heuristic_none,0
64,30,15,13,15,76,rrhc,heuristic_none,0
64,30,21,15,13,76,rrhc,heuristic_none,0
64,30,24,16,12,76,rrhc,heuristic_none,0
64,13,6,1,3,77,rrhc,heuristic_none,0
64,14,7,3,3,77,rrhc,heuristic_none,0
64,17,8,3,5,77,rrhc,heuristic_none,0
64,19,8,7,5,77,rrhc,heuristic_none,0
64,22,18,10,6,77,rrhc,heuristic_none,0
64,23,13,12,6,77,rrhc,heuristic_none,0
64,25,19,6,12,77,rrhc,heuristic_none,0
64,26,24,8,12,77,rrhc,heuristic_none,0
64,27,18,9,13,77,rrhc,heuristic_none,0
64,27,18,17,7,77,rrhc,heuristic_none,0
64,28,14,10,14,77,rrhc,heuristic_none,0
64,29,17,12,14,77,rrhc,found,1
64,29,27,14,12,77,rrhc,heuristic_none,0
64,30,15,13,15,77,rrhc,heuristic_none,0
64,30,21,15,13,77,rrhc,heuristic_none,0
64,30,24,16,12,77,rrhc,heuristic_none,0
64,13,6,1,3,78,rrhc,heuristic_none,0
64,14,7,3,3,78,rrhc,heuristic_none,0
64,17,8,3,5,78,rrhc,heuristic_none,0
64,19,8,7,5,78,rrhc,heuristic_none,0
64,22,18,10,6,78,rrhc,heuristic_none,0
64,23,13,12,6,78,rrhc,heuristic_none,0
64,25,19,6,12,78,rrhc,heuristic_none,0
64,26,24,8,12,78,rrhc,heuristic_none,0
64,27,18,9,13,78,rrhc,heuristic_none,0
64,27,18,17,7,78,rrhc,heuristic_none,0
64,28,14,10,14,78,rrhc,heuristic_none,0
64,29,17,12,14,78,rrhc,found,1
64,29,27,14,12,78,rrhc,heuristic_none,0
64,30,15,13,15,78,rrhc,heuristic_none,0
64,30,21,15,13,78,rrhc,heuristic_none,0
64,30,24,16,12,78,rrhc,heuristic_none,0
64,13,6,1,3,79,rrhc,heuristic_none,0
64,14,7,3,3,79,rrhc,heuristic_none,0
64,17,8,3,5,79,rrhc,heuristic_none,0
64,19,8,7,5,79,rrhc,heuristic_none,0
64,22,18,10,6,79,rrhc,heuristic_none,0
64,23,13,12,6,79,rrhc,heuristic_none,0
64,25,19,6,12,79,rrhc,heuristic_none,0
64,26,24,8,12,79,rrhc,heuristic_none,0
64,27,18,9,13,79,rrhc,heuristic_none,0
64,27,18,17,7,79,rrhc,heuristic_none,0
64,28,14,10,14,79,rrhc,heuristic_none,0
64,29,17,12,14,79,rrhc,found,1
64,29,27,14,12,79,rrhc,heuristic_none,0
64,30,15,13,15,79,rrhc,heuristic_none,0
64,30,21,15,13,79,rrhc,heuristic_none,0
64,30,24,16,12,79,rrhc,heuristic_none,0
64,13,6,1,3,80,rrhc,heuristic_none,0
64,14,7,3,3,80,rrhc,heuristic_none,0
64,17,8,3,5,80,rrhc,heuristic_none,0
64,19,8,7,5,80,rrhc,heuristic_none,0
64,22,18,10,6,80,rrhc,heuristic_none,0
64,23,13,12,6,80,rrhc,heuristic_none,0
64,25,19,6,12,80,rrhc,heuristic_none,0
64,26,24,8,12,80,rrhc,heuristic_none,0
64,27,18,9,13,80,rrhc,heuristic_none,0
64,27,18,17,7,80,rrhc,heuristic_none,0
64,28,14,10,14,80,rrhc,heuristic_none,0
64,29,17,12,14,80,rrhc,found,1
64,29,27,14,12,80,rrhc,heuristic_none,0
64,30,15,13,15,80,rrhc,heuristic_none,0
64,30,21,15,13,80,rrhc,heuristic_none,0
64,30,24,16,12,80,rrhc,heuristic_none,0
64,13,6,1,3,81,rrhc,heuristic_none,0
64,14,7,3,3,81,rrhc,heuristic_none,0
64,17,8,3,5,81,rrhc,heuristic_none,0
64,19,8,7,5,81,rrhc,heuristic_none,0
64,22,18,10,6,81,rrhc,heuristic_none,0
64,23,13,12,6,81,rrhc,heuristic_none,0
64,25,19,6,12,81,rrhc,heuristic_none,0
64,26,24,8,12,81,rrhc,heuristic_none,0
64,27,18,9,13,81,rrhc,heuristic_none,0
64,27,18,17,7,81,rrhc,heuristic_none,0
64,28,14,10,14,81,rrhc,heuristic_none,0
64,29,17,12,14,81,rrhc,found,1
64,29,27,14,12,81,rrhc,heuristic_none,0
64,30,15,13,15,81,rrhc,heuristic_none,0
64,30,21,15,13,81,rrhc,heuristic_none,0
64,30,24,16,12,81,rrhc,heuristic_none,0
64,13,6,1,3,82,rrhc,heuristic_none,0
64,14,7,3,3,82,rrhc,heuristic_none,0
64,17,8,3,5,82,rrhc,heuristic_none,0
64,19,8,7,5,82,rrhc,heuristic_none,0
64,22,18,10,6,82,rrhc,heuristic_none,0
64,23,13,12,6,82,rrhc,heuristic_none,0
64,25,19,6,12,82,rrhc,heuristic_none,0
64,26,24,8,12,82,rrhc,heuristic_none,0
64,27,18,9,13,82,rrhc,heuristic_none,0
64,27,18,17,7,82,rrhc,heuristic_none,0
64,28,14,10,14,82,rrhc,heuristic_none,0
64,29,17,12,14,82,rrhc,found,1
64,29,27,14,12,82,rrhc,heuristic_none,0
64,30,15,13,15,82,rrhc,heuristic_none,0
64,30,21,15,13,82,rrhc,heuristic_none,0
64,30,24,16,12,82,rrhc,heuristic_none,0
64,13,6,1,3,83,rrhc,heuristic_none,0
64,14,7,3,3,83,rrhc,heuristic_none,0
64,17,8,3,5,83,rrhc,heuristic_none,0
64,19,8,7,5,83,rrhc,heuristic_none,0
64,22,18,10,6,83,rrhc,heuristic_none,0
64,23,13,12,6,83,rrhc,heuristic_none,0
64,25,19,6,12,83,rrhc,heuristic_none,0
64,26,24,8,12,83,rrhc,heuristic_none,0
64,27,18,9,13,83,rrhc,heuristic_none,0
64,27,18,17,7,83,rrhc,heuristic_none,0
64,28,14,10,14,83,rrhc,heuristic_none,0
64,29,17,12,14,83,rrhc,heuristic_none,0
64,29,27,14,12,83,rrhc,heuristic_none,0
64,30,15,13,15,83,rrhc,heuristic_none,0
64,30,21,15,13,83,rrhc,heuristic_none,0
64,30,24,16,12,83,rrhc,heuristic_none,0
64,13,6,1,3,84,rrhc,heuristic_none,0
64,14,7,3,3,84,rrhc,heuristic_none,0
64,17,8,3,5,84,rrhc,heuristic_none,0
64,19,8,7,5,84,rrhc,heuristic_none,0
64,22,18,10,6,84,rrhc,found,1
64,23,13,12,6,84,rrhc,heuristic_none,0
64,25,19,6,12,84,rrhc,heuristic_none,0
64,26,24,8,12,84,rrhc,heuristic_none,0
64,27,18,9,13,84,rrhc,heuristic_none,0
64,27,18,17,7,84,rrhc,heuristic_none,0
64,28,14,10,14,84,rrhc,heuristic_none,0
64,29,17,12,14,84,rrhc,heuristic_none,0
64,29,27,14,12,84,rrhc,heuristic_none,0
64,30,15,13,15,84,rrhc,heuristic_none,0
64,30,21,15,13,84,rrhc,heuristic_none,0
64,30,24,16,12,84,rrhc,heuristic_none,0
64,13,6,1,3,85,rrhc,heuristic_none,0
64,14,7,3,3,85,rrhc,heuristic_none,0
64,17,8,3,5,85,rrhc,heuristic_none,0
64,19,8,7,5,85,rrhc,heuristic_none,0
64,22,18,10,6,85,rrhc,found,1
64,23,13,12,6,85,rrhc,heuristic_none,0
64,25,19,6,12,85,rrhc,heuristic_none,0
64,26,24,8,12,85,rrhc,heuristic_none,0
64,27,18,9,13,85,rrhc,heuristic_none,0
64,27,18,17,7,85,rrhc,heuristic_none,0
64,28,14,10,14,85,rrhc,heuristic_none,0
64,29,17,12,14,85,rrhc,heuristic_none,0
64,29,27,14,12,85,rrhc,heuristic_none,0
64,30,15,13,15,85,rrhc,heuristic_none,0
64,30,21,15,13,85,rrhc,heuristic_none,0
64,30,24,16,12,85,rrhc,heuristic_none,0
64,13,6,1,3,86,rrhc,heuristic_none,0
64,14,7,3,3,86,rrhc,heuristic_none,0
64,17,8,3,5,86,rrhc,heuristic_none,0
64,19,8,7,5,86,rrhc,heuristic_none,0
64,22,18,10,6,86,rrhc,heuristic_none,0
64,23,13,12,6,86,rrhc,heuristic_none,0
64,25,19,6,12,86,rrhc,heuristic_none,0
64,26,24,8,12,86,rrhc,heuristic_none,0
64,27,18,9,13,86,rrhc,heuristic_none,0
64,27,18,17,7,86,rrhc,heuristic_none,0
64,28,14,10,14,86,rrhc,heuristic_none,0
64,29,17,12,14,86,rrhc,heuristic_none,0
64,29,27,14,12,86,rrhc,heuristic_none,0
64,30,15,13,15,86,rrhc,heuristic_none,0
64,30,21,15,13,86,rrhc,heuristic_none,0
64,30,24,16,12,86,rrhc,heuristic_none,0
64,13,6,1,3,87,rrhc,heuristic_none,0
64,14,7,3,3,87,rrhc,heuristic_none,0
64,17,8,3,5,87,rrhc,heuristic_none,0
64,19,8,7,5,87,rrhc,heuristic_none,0
64,22,18,10,6,87,rrhc,found,1
64,23,13,12,6,87,rrhc,heuristic_none,0
64,25,19,6,12,87,rrhc,heuristic_none,0
64,26,24,8,12,87,rrhc,heuristic_none,0
64,27,18,9,13,87,rrhc,heuristic_none,0
64,27,18,17,7,87,rrhc,heuristic_none,0
64,28,14,10,14,87,rrhc,heuristic_none,0
64,29,17,12,14,87,rrhc,heuristic_none,0
64,29,27,14,12,87,rrhc,heuristic_none,0
64,30,15,13,15,87,rrhc,heuristic_none,0
64,30,21,15,13,87,rrhc,heuristic_none,0
64,30,24,16,12,87,rrhc,heuristic_none,0
64,13,6,1,3,88,rrhc,heuristic_none,0
64,14,7,3,3,88,rrhc,heuristic_none,0
64,17,8,3,5,88,rrhc,heuristic_none,0
64,19,8,7,5,88,rrhc,heuristic_none,0
64,22,18,10,6,88,rrhc,found,1
64,23,13,12,6,88,rrhc,heuristic_none,0
64,25,19,6,12,88,rrhc,heuristic_none,0
64,26,24,8,12,88,rrhc,heuristic_none,0
64,27,18,9,13,88,rrhc,heuristic_none,0
64,27,18,17,7,88,rrhc,heuristic_none,0
64,28,14,10,14,88,rrhc,heuristic_none,0
64,29,17,12,14,88,rrhc,found,1
64,29,27,14,12,88,rrhc,heuristic_none,0
64,30,15,13,15,88,rrhc,heuristic_none,0
64,30,21,15,13,88,rrhc,heuristic_none,0
64,30,24,16,12,88,rrhc,heuristic_none,0
64,13,6,1,3,89,rrhc,heuristic_none,0
64,14,7,3,3,89,rrhc,heuristic_none,0
64,17,8,3,5,89,rrhc,heuristic_none,0
64,19,8,7,5,89,rrhc,heuristic_none,0
64,22,18,10,6,89,rrhc,heuristic_none,0
64,23,13,12,6,89,rrhc,heuristic_none,0
64,25,19,6,12,89,rrhc,heuristic_none,0
64,26,24,8,12,89,rrhc,heuristic_none,0
64,27,18,9,13,89,rrhc,heuristic_none,0
64,27,18,17,7,89,rrhc,heuristic_none,0
64,28,14,10,14,89,rrhc,heuristic_none,0
64,29,17,12,14,89,rrhc,found,1
64,29,27,14,12,89,rrhc,heuristic_none,0
64,30,15,13,15,89,rrhc,heuristic_none,0
64,30,21,15,13,89,rrhc,heuristic_none,0
64,30,24,16,12,89,rrhc,heuristic_none,0
64,13,6,1,3,90,rrhc,heuristic_none,0
64,14,7,3,3,90,rrhc,heuristic_none,0
64,17,8,3,5,90,rrhc,heuristic_none,0
64,19,8,7,5,90,rrhc,heuristic_none,0
64,22,18,10,6,90,rrhc,heuristic_none,0
64,23,13,12,6,90,rrhc,heuristic_none,0
64,25,19,6,12,90,rrhc,heuristic_none,0
64,26,24,8,12,90,rrhc,heuristic_none,0
64,27,18,9,13,90,rrhc,heuristic_none,0
64,27,18,17,7,90,rrhc,heuristic_none,0
64,28,14,10,14,90,rrhc,heuristic_none,0
64,29,17,12,14,90,rrhc,found,1
64,29,27,14,12,90,rrhc,heuristic_none,0
64,30,15,13,15,90,rrhc,heuristic_none,0
64,30,21,15,13,90,rrhc,heuristic_none,0
64,30,24,16,12,90,rrhc,heuristic_none,0
64,13,6,1,3,91,rrhc,heuristic_none,0
64,14,7,3,3,91,rrhc,heuristic_none,0
64,17,8,3,5,91,rrhc,heuristic_none,0
64,19,8,7,5,91,rrhc,heuristic_none,0
64,22,18,10,6,91,rrhc,heuristic_none,0
64,23,13,12,6,91,rrhc,heuristic_none,0
64,25,19,6,12,91,rrhc,heuristic_none,0
64,26,24,8,12,91,rrhc,heuristic_none,0
64,27,18,9,13,91,rrhc,heuristic_none,0
64,27,18,17,7,91,rrhc,heuristic_none,0
64,28,14,10,14,91,rrhc,heuristic_none,0
64,29,17,12,14,91,rrhc,found,1
64,29,27,14,12,91,rrhc,heuristic_none,0
64,30,15,13,15,91,rrhc,heuristic_none,0
64,30,21,15,13,91,rrhc,heuristic_none,0
64,30,24,16,12,91,rrhc,heuristic_none,0
64,13,6,1,3,92,rrhc,heuristic_none,0
64,14,7,3,3,92,rrhc,heuristic_none,0
64,17,8,3,5,92,rrhc,heuristic_none,0
64,19,8,7,5,92,rrhc,heuristic_none,0
64,22,18,10,6,92,rrhc,heuristic_none,0
64,23,13,12,6,92,rrhc,heuristic_none,0
64,25,19,6,12,92,rrhc,heuristic_none,0
64,26,24,8,12,92,rrhc,heuristic_none,0
64,27,18,9,13,92,rrhc,heuristic_none,0
64,27,18,17,7,92,rrhc,heuristic_none,0
64,28,14,10,14,92,rrhc,heuristic_none,0
64,29,17,12,14,92,rrhc,found,1
64,29,27,14,12,92,rrhc,heuristic_none,0
64,30,15,13,15,92,rrhc,heuristic_none,0
64,30,21,15,13,92,rrhc,heuristic_none,0
64,30,24,16,12,92,rrhc,heuristic_none,0
64,13,6,1,3,93,rrhc,heuristic_none,0
64,14,7,3,3,93,rrhc,heuristic_none,0
64,17,8,3,5,93,rrhc,heuristic_none,0
64,19,8,7,5,93,rrhc,heuristic_none,0
64,22,18,10,6,93,rrhc,heuristic_none,0
64,23,13,12,6,93,rrhc,heuristic_none,0
64,25,19,6,12,93,rrhc,heuristic_none,0
64,26,24,8,12,93,rrhc,heuristic_none,0
64,27,18,9,13,93,rrhc,heuristic_none,0
64,27,18,17,7,93,rrhc,heuristic_none,0
64,28,14,10,14,93,rrhc,heuristic_none,0
64,29,17,12,14,93,rrhc,heuristic_none,0
64,29,27,14,12,93,rrhc,heuristic_none,0
64,30,15,13,15,93,rrhc,heuristic_none,0
64,30,21,15,13,93,rrhc,heuristic_none,0
64,30,24,16,12,93,rrhc,heuristic_none,0
64,13,6,1,3,94,rrhc,heuristic_none,0
64,14,7,3,3,94,rrhc,heuristic_none,0
64,17,8,3,5,94,rrhc,heuristic_none,0
64,19,8,7,5,94,rrhc,heuristic_none,0
64,22,18,10,6,94,rrhc,heuristic_none,0
64,23,13,12,6,94,rrhc,heuristic_none,0
64,25,19,6,12,94,rrhc,heuristic_none,0
64,26,24,8,12,94,rrhc,heuristic_none,0
64,27,18,9,13,94,rrhc,heuristic_none,0
64,27,18,17,7,94,rrhc,heuristic_none,0
64,28,14,10,14,94,rrhc,heuristic_none,0
64,29,17,12,14,94,rrhc,found,1
64,29,27,14,12,94,rrhc,heuristic_none,0
64,30,15,13,15,94,rrhc,heuristic_none,0
64,30,21,15,13,94,rrhc,heuristic_none,0
64,30,24,16,12,94,rrhc,heuristic_none,0
64,13,6,1,3,95,rrhc,heuristic_none,0
64,14,7,3,3,95,rrhc,heuristic_none,0
64,17,8,3,5,95,rrhc,heuristic_none,0
64,19,8,7,5,95,rrhc,heuristic_none,0
64,22,18,10,6,95,rrhc,found,1
64,23,13,12,6,95,rrhc,heuristic_none,0
64,25,19,6,12,95,rrhc,heuristic_none,0
64,26,24,8,12,95,rrhc,heuristic_none,0
64,27,18,9,13,95,rrhc,heuristic_none,0
64,27,18,17,7,95,rrhc,heuristic_none,0
64,28,14,10,14,95,rrhc,heuristic_none,0
64,29,17,12,14,95,rrhc,found,1
64,29,27,14,12,95,rrhc,heuristic_none,0
64,30,15,13,15,95,rrhc,heuristic_none,0
64,30,21,15,13,95,rrhc,heuristic_none,0
64,30,24,16,12,95,rrhc,heuristic_none,0
64,13,6,1,3,96,rrhc,heuristic_none,0
64,14,7,3,3,96,rrhc,heuristic_none,0
64,17,8,3,5,96,rrhc,heuristic_none,0
64,19,8,7,5,96,rrhc,heuristic_none,0
64,22,18,10,6,96,rrhc,found,1
64,23,13,12,6,96,rrhc,heuristic_none,0
64,25,19,6,12,96,rrhc,heuristic_none,0
64,26,24,8,12,96,rrhc,heuristic_none,0
64,27,18,9,13,96,rrhc,heuristic_none,0
64,27,18,17,7,96,rrhc,heuristic_none,0
64,28,14,10,14,96,rrhc,heuristic_none,0
64,29,17,12,14,96,rrhc,found,1
64,29,27,14,12,96,rrhc,heuristic_none,0
64,30,15,13,15,96,rrhc,heuristic_none,0
64,30,21,15,13,96,rrhc,heuristic_none,0
64,30,24,16,12,96,rrhc,heuristic_none,0
64,13,6,1,3,97,rrhc,heuristic_none,0
64,14,7,3,3,97,rrhc,heuristic_none,0
64,17,8,3,5,97,rrhc,heuristic_none,0
64,19,8,7,5,97,rrhc,heuristic_none,0
64,22,18,10,6,97,rrhc,heuristic_none,0
64,23,13,12,6,97,rrhc,heuristic_none,0
64,25,19,6,12,97,rrhc,heuristic_none,0
