param_id,n,k,t,lambda,mu,existence_status
1209,81,35,20,19,12,open
1210,81,36,20,11,20,nonexistent
1211,81,36,24,6,24,nonexistent
1212,81,37,28,13,20,open
1213,81,38,34,15,20,open
1214,81,42,38,23,20,open
1215,81,43,34,25,20,open
1216,81,44,28,27,20,open
1217,81,44,32,31,15,open
1218,81,45,30,21,30,open
1219,81,46,38,23,30,open
1220,81,47,44,25,30,open
1221,81,48,32,26,32,open
1222,81,50,40,30,32,open
1223,81,51,34,31,34,open
1224,81,51,48,33,30,open
1225,81,52,36,33,34,open
1226,81,52,40,34,32,open
1227,81,52,44,35,30,nonexistent
1228,81,53,36,35,34,open
1229,81,53,38,37,30,open
1230,81,54,38,35,38,known
1231,81,54,40,34,40,open
1232,81,54,42,33,42,known
1233,81,55,40,37,38,open
1234,81,55,50,35,42,open
1235,81,56,40,39,38,open
1236,81,56,48,38,40,open
1237,81,58,48,42,40,open
1238,81,63,56,47,56,open
1239,82,37,29,16,17,open
1240,82,38,24,17,18,open
1241,82,39,21,18,19,open
1242,82,40,20,19,20,known
1243,82,41,21,20,21,known
1244,82,42,24,21,22,open
1245,82,43,29,22,23,open
1246,82,44,36,23,24,open
1247,84,9,7,0,1,nonexistent
1248,84,12,2,0,2,known
1249,84,13,3,2,2,known
1250,84,17,8,1,4,open
1251,84,20,5,4,5,known
1252,84,20,11,10,3,open
1253,84,21,6,3,6,known
1254,84,21,7,0,7,known
1255,84,22,8,5,6,open
1256,84,22,13,2,7,open
1257,84,23,8,7,6,known
1258,84,23,13,12,4,known
1259,84,23,17,4,7,open
1260,84,24,8,4,8,known
1261,84,24,19,6,7,open
1262,84,25,11,6,8,open
1263,84,25,19,8,7,open
1264,84,26,12,8,8,open
1265,84,26,17,10,7,open
1266,84,26,22,12,6,open
1267,84,27,9,8,9,known
1268,84,27,11,10,8,known
1269,84,27,13,12,7,known
1270,84,28,10,8,10,known
1271,84,28,14,0,14,known
1272,84,29,11,10,10,known
1273,84,29,19,6,12,known
1274,84,31,17,12,11,known
1275,84,31,27,10,12,open
1276,84,33,27,14,12,open
1277,84,35,15,14,15,open
1278,84,35,19,18,12,known
1279,84,36,18,12,18,known
1280,84,37,23,14,18,open
1281,84,38,26,16,18,open
1282,84,39,27,18,18,known
1283,84,40,20,18,20,known
1284,84,40,26,20,18,open
1285,84,41,21,20,20,known
1286,84,41,23,22,18,known
1287,84,41,27,26,14,known
1288,84,42,22,20,22,known
1289,84,42,24,18,24,known
1290,84,42,28,14,28,known
1291,84,43,23,22,22,known
1292,84,43,29,20,24,open
1293,84,44,32,22,24,open
1294,84,45,33,24,24,open
1295,84,46,32,26,24,open
1296,84,47,29,28,24,known
1297,84,48,28,27,28,open
1298,84,48,32,24,32,known
1299,84,50,44,28,32,open
1300,84,52,38,31,34,open
1301,84,52,48,32,32,open
1302,84,54,36,34,36,known
1303,84,54,44,36,32,open
1304,84,55,37,36,36,known
1305,84,55,41,40,28,known
1306,84,56,38,37,38,known
1307,84,56,40,36,40,known
1308,84,56,42,35,42,known
1309,84,57,43,38,40,open
1310,84,57,48,37,42,open
1311,84,57,53,36,44,open
1312,84,58,44,40,40,open
1313,84,58,52,39,42,open
1314,84,59,43,42,40,known
1315,84,59,54,41,42,open
1316,84,60,45,42,45,known
1317,84,60,50,40,50,known
1318,84,60,54,43,42,open
1319,84,61,47,44,45,open
1320,84,61,52,45,42,open
1321,84,62,47,46,45,known
1322,84,62,48,47,42,known
1323,84,63,48,47,48,known
1324,84,63,54,45,54,open
1325,84,66,57,52,51,open
1326,84,70,60,58,60,known
1327,84,71,61,60,60,known
1328,84,74,72,65,66,open
1329,85,16,4,3,3,known
1330,85,18,6,3,4,open
1331,85,32,16,12,12,open
1332,85,34,14,13,14,open
1333,85,36,24,14,16,open
1334,85,48,36,27,27,open
1335,85,50,30,29,30,open
1336,85,52,36,31,33,open
1337,85,66,54,51,52,open
1338,85,68,56,54,56,open
1339,86,38,37,16,17,open
1340,86,39,30,17,18,open
1341,86,40,25,18,19,open
1342,86,41,22,19,20,open
1343,86,42,21,20,21,known
1344,86,43,22,21,22,known
1345,86,44,25,22,23,open
1346,86,45,30,23,24,open
1347,86,46,37,24,25,open
1348,86,47,46,25,26,open
1349,87,26,22,9,7,open
1350,87,27,14,9,8,open
1351,87,28,10,9,9,known
1352,87,29,10,9,10,open
1353,87,30,14,9,11,open
1354,87,31,22,9,12,open
1355,87,55,46,35,34,open
1356,87,56,40,36,36,open
1357,87,57,38,37,38,open
1358,87,58,40,38,40,open
1359,87,59,46,39,42,open
1360,87,60,56,40,44,open
1361,88,9,3,0,1,open
1362,88,14,8,3,2,open
1363,88,18,12,2,4,open
1364,88,20,5,3,5,open
1365,88,21,6,5,5,known
1366,88,21,9,8,4,known
1367,88,22,6,4,6,known
1368,88,23,7,6,6,known
1369,88,23,17,0,8,nonexistent
1370,88,24,15,5,7,open
1371,88,27,12,11,7,open
1372,88,32,12,11,12,open
1373,88,33,27,6,16,nonexistent
1374,88,36,33,11,17,open
1375,88,37,27,16,15,open
1376,88,39,24,15,19,open
1377,88,40,20,16,20,known
1378,88,41,23,18,20,open
1379,88,41,38,21,17,open
1380,88,42,21,19,21,open
1381,88,42,24,20,20,open
1382,88,42,27,21,19,open
1383,88,42,36,24,16,nonexistent
1384,88,43,22,21,21,known
1385,88,43,23,22,20,known
1386,88,43,32,31,11,known
1387,88,44,23,21,23,known
1388,88,44,24,20,24,known
1389,88,44,33,11,33,known
1390,88,45,24,23,23,open
1391,88,45,27,22,24,open
1392,88,45,30,21,25,open
1393,88,45,39,18,28,nonexistent
1394,88,46,28,24,24,open
1395,88,46,43,21,27,open
1396,88,47,27,26,24,known
1397,88,48,33,27,25,open
1398,88,50,40,27,30,open
1399,88,51,48,31,27,open
1400,88,54,48,36,28,nonexistent
1401,88,55,35,34,35,open
1402,88,60,45,39,45,open
1403,88,63,54,45,45,open
1404,88,64,48,46,48,known
1405,88,64,58,48,42,nonexistent
1406,88,65,49,48,48,known
1407,88,66,51,49,51,open
1408,88,66,54,48,54,known
1409,88,67,52,51,51,open
1410,88,69,63,54,54,open
1411,88,73,67,60,63,open
1412,88,78,72,69,70,open
1413,90,9,1,0,1,known
1414,90,13,4,1,2,open
1415,90,14,4,3,2,open
1416,90,15,3,0,3,known
1417,90,16,5,2,3,open
1418,90,17,5,4,3,known
1419,90,17,9,8,2,known
1420,90,18,4,2,4,known
1421,90,19,5,4,4,known
1422,90,22,17,6,5,open
1423,90,24,8,2,8,nonexistent
1424,90,25,13,4,8,open
1425,90,26,12,11,6,known
1426,90,26,16,6,8,known
1427,90,27,9,6,9,known
1428,90,27,17,8,8,open
1429,90,28,11,8,9,open
1430,90,28,16,10,8,known
1431,90,29,11,10,9,known
1432,90,29,13,12,8,known
1433,90,29,17,16,6,known
1434,90,29,19,18,5,known
1435,90,30,11,8,11,known
1436,90,30,12,6,12,known
1437,90,30,15,0,15,known
1438,90,31,13,10,11,known
1439,90,31,17,8,12,open
1440,90,31,25,4,14,nonexistent
1441,90,32,13,12,11,open
1442,90,32,20,10,12,known
1443,90,33,21,12,12,open
1444,90,34,20,14,12,open
1445,90,35,14,13,14,open
1446,90,35,17,16,12,known
1447,90,36,16,12,16,known
1448,90,36,18,9,18,known
1449,90,37,26,11,18,open
1450,90,38,20,16,16,open
1451,90,38,32,13,18,open
1452,90,39,36,15,18,open
1453,90,40,20,15,20,known
1454,90,40,38,17,18,open
1455,90,41,24,17,20,open
1456,90,41,25,24,14,open
1457,90,41,31,18,19,open
1458,90,41,38,19,18,open
1459,90,42,21,18,21,known
1460,90,42,26,19,20,open
1461,90,42,36,21,18,open
1462,90,43,23,20,21,known
1463,90,43,26,21,20,open
1464,90,43,32,23,18,open
1465,90,44,22,21,22,known
1466,90,44,23,22,21,known
1467,90,44,24,23,20,known
1468,90,44,26,25,18,known
1469,90,44,29,28,15,known
1470,90,45,23,22,23,known
1471,90,45,24,21,24,known
1472,90,45,25,20,25,known
1473,90,45,27,18,27,known
1474,90,45,30,15,30,known
1475,90,46,26,23,24,open
1476,90,46,29,22,25,open
1477,90,46,35,20,27,open
1478,90,47,26,25,24,known
1479,90,47,31,24,25,open
1480,90,47,41,22,27,open
1481,90,48,31,26,25,open
1482,90,48,32,20,32,nonexistent
1483,90,48,38,25,26,open
1484,90,48,45,24,27,open
1485,90,49,29,28,25,known
1486,90,49,47,26,27,open
1487,90,50,47,28,27,open
1488,90,51,33,28,30,open
1489,90,51,45,30,27,open
1490,90,52,41,32,27,open
1491,90,53,33,32,30,known
1492,90,53,35,34,27,known
1493,90,54,33,32,33,open
1494,90,54,36,30,36,known
1495,90,55,41,32,36,open
1496,90,56,44,34,36,open
1497,90,57,38,35,38,open
1498,90,57,45,36,36,open
1499,90,58,40,37,38,open
1500,90,58,44,38,36,open
1501,90,58,52,40,32,nonexistent
1502,90,59,40,39,38,open
1503,90,59,41,40,36,known
1504,90,59,44,43,30,known
1505,90,60,42,39,42,known
1506,90,60,44,38,44,known
1507,90,60,48,36,48,known
1508,90,60,50,35,50,known
1509,90,61,44,41,42,open
1510,90,61,49,40,44,open
1511,90,62,44,43,42,known
1512,90,62,52,42,44,open
1513,90,63,49,42,49,known
1514,90,63,53,44,44,open
1515,90,64,52,46,44,open
1516,90,65,49,48,44,open
1517,90,67,62,49,52,open
1518,90,70,56,54,56,known
1519,90,71,57,56,56,known
1520,90,72,60,57,60,known
1521,90,72,64,56,64,known
1522,90,73,62,59,60,open
1523,90,74,62,61,60,known
1524,90,75,65,62,65,open
1525,90,76,67,64,65,open
1526,90,80,72,71,72,known
1527,91,12,6,5,1,open
1528,91,13,2,1,2,known
1529,91,25,10,9,6,open
1530,91,26,8,6,8,open
1531,91,27,18,3,10,open
1532,91,37,30,19,12,open
1533,91,38,18,17,15,open
1534,91,39,18,15,18,open
1535,91,40,30,13,21,open
1536,91,50,40,30,24,open
1537,91,51,30,29,28,open
1538,91,52,32,28,32,open
1539,91,53,46,27,36,open
1540,91,63,54,45,40,open
1541,91,64,46,45,45,open
1542,91,65,50,45,50,open
1543,91,77,66,65,66,open
1544,91,78,72,66,72,open
1545,92,21,14,7,4,open
1546,92,22,7,6,5,open
1547,92,23,6,5,6,open
1548,92,24,11,4,7,open
1549,92,25,22,3,8,open
1550,92,38,34,12,18,open
1551,92,41,25,16,20,open
1552,92,43,39,22,18,open
1553,92,44,22,20,22,known
1554,92,44,28,22,20,open
1555,92,45,23,22,22,known
1556,92,46,24,22,24,known
1557,92,47,25,24,24,known
1558,92,47,31,22,26,open
1559,92,48,44,22,28,open
1560,92,50,34,28,26,open
1561,92,53,49,32,28,open
1562,92,66,63,48,45,open
1563,92,67,54,49,48,open
1564,92,68,51,50,51,open
1565,92,69,54,51,54,open
1566,92,70,63,52,57,open
1567,93,26,18,5,8,open
1568,93,28,12,7,9,open
1569,93,30,10,9,10,known
1570,93,32,12,11,11,known
1571,93,34,18,13,12,open
1572,93,36,28,15,13,open
1573,93,56,48,32,36,open
1574,93,58,42,35,38,open
1575,93,60,40,38,40,known
1576,93,62,42,41,42,known
1577,93,64,48,44,44,open
1578,93,66,58,47,46,open
1579,94,42,39,18,19,open
1580,94,43,32,19,20,open
1581,94,44,27,20,21,open
1582,94,45,24,21,22,open
1583,94,46,23,22,23,known
1584,94,47,24,23,24,known
1585,94,48,27,24,25,open
1586,94,49,32,25,26,open
1587,94,50,39,26,27,open
1588,94,51,48,27,28,open
1589,95,18,6,5,3,open
1590,95,19,4,3,4,open
1591,95,20,10,1,5,open
1592,95,36,24,16,12,open
1593,95,37,16,15,14,open
1594,95,38,16,14,16,open
1595,95,39,24,13,18,open
1596,95,55,40,33,30,open
1597,95,56,34,33,33,open
1598,95,57,36,33,36,open
1599,95,58,46,33,39,open
1600,95,74,64,58,56,open
1601,95,75,60,59,60,open
1602,95,76,64,60,64,open
1603,96,10,5,1,1,open
1604,96,11,4,3,1,open
1605,96,13,5,0,2,known
1606,96,14,6,2,2,open
1607,96,15,5,4,2,known
1608,96,15,10,9,1,open
1609,96,16,3,1,3,open
1610,96,17,4,3,3,open
1611,96,18,16,0,4,nonexistent
1612,96,20,5,1,5,open
1613,96,21,8,3,5,open
1614,96,21,19,6,4,open
1615,96,22,9,5,5,open
1616,96,22,16,8,4,open
1617,96,23,8,7,5,known
1618,96,23,11,10,4,known
1619,96,23,14,13,3,known
1620,96,24,7,3,7,known
1621,96,24,8,0,8,known
1622,96,25,10,5,7,open
1623,96,25,15,2,8,open
1624,96,26,11,7,7,open
1625,96,26,20,4,8,open
1626,96,27,10,9,7,open
1627,96,27,23,6,8,open
1628,96,28,24,8,8,open
1629,96,29,23,10,8,open
1630,96,30,10,8,10,known
1631,96,30,15,10,9,open
1632,96,30,20,12,8,open
1633,96,31,11,10,10,known
1634,96,31,15,14,8,known
1635,96,32,11,10,11,known
1636,96,32,12,8,12,known
1637,96,32,16,0,16,known
1638,96,33,15,10,12,known
1639,96,34,16,12,12,known
1640,96,34,23,10,13,open
1641,96,34,29,17,9,nonexistent
1642,96,35,15,14,12,known
1643,96,35,20,19,9,open
1644,96,35,25,24,6,open
1645,96,36,15,11,15,open
1646,96,36,18,6,18,nonexistent
1647,96,37,18,13,15,open
1648,96,37,29,8,18,nonexistent
1649,96,38,19,15,15,open
1650,96,39,18,17,15,open
1651,96,40,20,12,20,open
1652,96,40,25,5,25,nonexistent
1653,96,40,30,20,14,open
1654,96,40,35,13,19,open
1655,96,41,27,14,20,open
1656,96,42,21,15,21,open
1657,96,42,32,16,20,open
1658,96,43,26,17,21,open
1659,96,43,35,18,20,open
1660,96,44,22,18,22,open
1661,96,44,29,19,21,open
1662,96,44,36,20,20,known
1663,96,45,25,20,22,open
1664,96,45,30,21,21,open
1665,96,45,35,22,20,open
1666,96,45,40,23,19,open
1667,96,46,23,21,23,open
1668,96,46,26,22,22,known
1669,96,46,29,23,21,open
1670,96,46,32,24,20,open
1671,96,46,38,26,18,nonexistent
1672,96,47,24,23,23,known
1673,96,47,25,24,22,known
1674,96,47,26,25,21,known
1675,96,47,27,26,20,known
1676,96,47,29,28,18,known
1677,96,47,31,30,16,known
1678,96,47,35,34,12,known
1679,96,48,25,23,25,known
1680,96,48,26,22,26,known
1681,96,48,27,21,27,known
1682,96,48,28,20,28,known
1683,96,48,30,18,30,known
1684,96,48,32,16,32,known
1685,96,48,36,12,36,known
1686,96,49,26,25,25,open
1687,96,49,29,24,26,open
1688,96,49,32,23,27,open
1689,96,49,35,22,28,open
1690,96,49,41,20,30,nonexistent
1691,96,50,30,26,26,known
1692,96,50,35,25,27,open
1693,96,50,40,24,28,open
1694,96,50,45,23,29,open
1695,96,51,29,28,26,open
1696,96,51,36,27,27,open
1697,96,51,43,26,28,open
1698,96,52,35,29,27,open
1699,96,52,44,28,28,known
1700,96,53,32,31,27,open
1701,96,53,43,30,28,open
1702,96,54,40,32,28,open
1703,96,55,35,34,28,open
1704,96,55,40,39,21,open
1705,96,55,45,28,36,open
1706,96,55,50,33,29,open
1707,96,56,35,31,35,open
1708,96,57,38,33,35,open
1709,96,58,39,35,35,open
1710,96,58,50,38,30,nonexistent
1711,96,59,38,37,35,open
1712,96,59,41,40,30,open
1713,96,60,40,36,40,known
1714,96,60,45,33,45,open
1715,96,60,50,30,50,nonexistent
1716,96,61,43,38,40,open
1717,96,61,50,39,38,open
1718,96,61,56,35,45,nonexistent
1719,96,62,44,40,40,open
1720,96,63,42,41,42,open
1721,96,63,43,42,40,known
1722,96,63,47,46,32,known
1723,96,64,44,42,44,known
1724,96,64,48,40,48,known
1725,96,65,45,44,44,known
1726,96,65,50,43,46,open
1727,96,65,55,42,48,open
1728,96,66,60,44,48,open
1729,96,67,63,46,48,open
1730,96,68,51,47,51,open
1731,96,68,64,48,48,open
1732,96,69,54,49,51,open
1733,96,69,63,50,48,open
1734,96,70,55,51,51,open
1735,96,70,60,52,48,open
1736,96,71,54,53,51,open
1737,96,71,55,54,48,known
1738,96,72,57,53,57,known
1739,96,72,60,52,60,known
1740,96,72,63,51,63,known
1741,96,73,60,55,57,open
1742,96,73,67,54,60,open
1743,96,74,61,57,57,open
1744,96,74,72,56,60,open
1745,96,75,60,59,57,open
1746,96,77,75,62,60,open
1747,96,78,65,63,65,open
1748,96,79,66,65,65,open
1749,96,80,70,66,70,known
1750,96,80,75,65,75,open
1751,96,81,73,68,70,open
1752,96,82,74,70,70,open
1753,96,84,77,73,77,open
1754,96,85,80,75,77,open
1755,98,13,7,6,1,known
1756,98,16,13,0,3,nonexistent
1757,98,17,15,2,3,open
1758,98,18,15,4,3,open
1759,98,19,13,6,3,known
1760,98,20,9,8,3,open
1761,98,22,12,1,6,open
1762,98,23,16,3,6,open
1763,98,24,18,5,6,open
1764,98,25,18,7,6,open
1765,98,26,16,9,6,known
1766,98,27,12,11,6,open
1767,98,27,17,16,4,open
1768,98,28,10,3,10,nonexistent
1769,98,29,16,5,10,open
1770,98,30,20,7,10,open
1771,98,31,22,9,10,open
1772,98,32,22,11,10,known
1773,98,33,20,13,10,open
1774,98,34,16,15,10,open
1775,98,35,15,8,15,open
1776,98,36,21,10,15,open
1777,98,37,25,12,15,open
1778,98,38,27,14,15,open
1779,98,39,27,16,15,known
1780,98,40,25,18,15,open
1781,98,41,21,20,15,open
1782,98,41,25,24,12,open
1783,98,42,21,14,21,known
1784,98,42,24,10,24,nonexistent
1785,98,42,27,6,27,nonexistent
1786,98,43,27,16,21,open
1787,98,43,37,12,24,nonexistent
1788,98,44,31,18,21,open
1789,98,44,40,19,20,open
1790,98,45,33,20,21,known
1791,98,46,28,21,22,open
1792,98,46,33,22,21,open
1793,98,47,25,22,23,open
1794,98,47,31,24,21,open
1795,98,48,24,23,24,known
1796,98,48,27,26,21,known
1797,98,49,25,24,25,known
1798,98,49,28,21,28,known
1799,98,50,28,25,26,open
1800,98,50,34,23,28,open
1801,98,51,33,26,27,open
1802,98,51,38,25,28,open
1803,98,52,40,27,28,open
1804,98,53,40,29,28,open
1805,98,53,49,28,29,open
1806,98,54,38,31,28,open
1807,98,54,48,34,24,nonexistent
1808,98,55,34,33,28,known
1809,98,55,37,36,24,open
1810,98,55,40,39,20,open
1811,98,56,36,29,36,open
1812,98,56,40,26,40,nonexistent
1813,98,57,42,31,36,open
1814,98,58,46,33,36,open
1815,98,59,48,35,36,open
1816,98,60,48,37,36,open
1817,98,61,46,39,36,open
1818,98,62,42,41,36,open
1819,98,63,45,38,45,open
1820,98,64,51,40,45,open
1821,98,65,55,42,45,open
1822,98,66,57,44,45,open
1823,98,67,57,46,45,open
1824,98,68,55,48,45,open
1825,98,69,51,50,45,open
1826,98,70,55,48,55,open
1827,98,70,60,46,60,open
1828,98,71,61,50,55,open
1829,98,72,65,52,55,open
1830,98,73,67,54,55,open
1831,98,74,67,56,55,open
1832,98,75,65,58,55,open
1833,98,77,66,59,66,open
1834,98,78,72,61,66,open
1835,98,79,76,63,66,open
1836,98,80,78,65,66,open
1837,98,81,78,67,66,open
1838,98,84,78,71,78,known
1839,99,10,2,1,1,known
1840,99,20,8,4,4,open
1841,99,24,12,5,6,open
1842,99,28,14,5,9,open
1843,99,30,10,7,10,open
1844,99,30,18,9,9,open
1845,99,31,12,9,10,open
1846,99,32,12,11,10,open
1847,99,32,14,13,9,known
1848,99,33,12,9,12,known
1849,99,34,14,11,12,known
1850,99,34,18,9,13,open
1851,99,34,26,5,15,nonexistent
1852,99,35,14,13,12,known
1853,99,36,22,13,13,open
1854,99,38,18,17,13,open
1855,99,40,32,16,16,open
1856,99,44,20,19,20,open
1857,99,54,30,29,30,open
1858,99,58,50,33,35,open
1859,99,60,40,34,40,open
1860,99,62,48,38,40,open
1861,99,63,42,39,42,known
1862,99,64,44,41,42,open
1863,99,64,48,42,40,open
1864,99,64,56,44,36,nonexistent
1865,99,65,44,43,42,known
1866,99,66,46,43,46,known
1867,99,66,48,42,48,known
1868,99,67,48,45,46,open
1869,99,68,48,47,46,open
1870,99,68,56,46,48,open
1871,99,70,56,50,48,open
1872,99,74,62,55,56,open
1873,99,78,66,61,63,open
1874,99,88,80,78,80,open
1875,100,16,7,0,3,open
1876,100,17,9,2,3,open
1877,100,18,9,4,3,open
1878,100,19,7,6,3,known
1879,100,19,11,10,2,known
1880,100,20,5,0,5,known
1881,100,21,9,2,5,open
1882,100,22,11,4,5,open
1883,100,23,11,6,5,known
1884,100,24,6,5,6,known
1885,100,24,9,8,5,known
1886,100,27,9,8,7,known
1887,100,28,22,12,6,open
1888,100,29,15,14,6,open
1889,100,30,12,2,12,nonexistent
1890,100,30,18,11,8,open
1891,100,31,21,4,12,nonexistent
1892,100,32,28,6,12,open
1893,100,35,14,9,14,open
1894,100,36,18,11,14,open
1895,100,37,20,13,14,open
1896,100,37,33,16,12,open
1897,100,38,20,15,14,known
1898,100,38,28,18,12,open
1899,100,39,18,17,14,open
1900,100,39,21,20,12,open
1901,100,39,24,23,10,known
1902,100,39,27,26,8,open
1903,100,40,18,13,18,known
1904,100,40,20,10,20,known
1905,100,40,24,4,24,nonexistent
1906,100,41,22,15,18,open
1907,100,41,29,12,20,open
1908,100,42,24,17,18,known
1909,100,42,36,14,20,open
1910,100,43,24,19,18,open
1911,100,43,41,16,20,open
1912,100,44,22,21,18,open
1913,100,45,27,12,27,nonexistent
1914,100,45,27,18,22,open
1915,100,46,44,22,20,open
1916,100,47,41,24,20,open
1917,100,48,24,22,24,known
1918,100,48,30,24,22,open
1919,100,48,36,26,20,open
1920,100,49,25,24,24,known
1921,100,49,29,28,20,known
1922,100,50,26,24,26,known
1923,100,50,30,20,30,known
1924,100,51,27,26,26,known
1925,100,51,33,24,28,open
1926,100,51,39,22,30,open
1927,100,52,46,24,30,open
1928,100,53,51,26,30,open
1929,100,54,36,30,28,open
1930,100,54,36,35,22,open
1931,100,55,33,28,33,open
1932,100,56,37,30,33,open
1933,100,56,54,32,30,open
1934,100,57,39,32,33,open
1935,100,57,51,34,30,open
1936,100,58,39,34,33,open
1937,100,58,46,36,30,open
1938,100,59,37,36,33,open
1939,100,59,39,38,30,known
1940,100,59,43,42,24,open
1941,100,60,39,34,39,open
1942,100,60,42,32,42,open
1943,100,60,45,30,45,known
1944,100,60,48,28,48,nonexistent
1945,100,61,43,36,39,open
1946,100,61,51,34,42,open
1947,100,62,45,38,39,open
1948,100,62,58,36,42,open
1949,100,63,45,40,39,open
1950,100,64,43,42,39,open
1951,100,67,63,46,42,open
1952,100,68,58,48,42,nonexistent
1953,100,69,51,50,42,open
1954,100,69,57,46,51,open
1955,100,70,56,46,56,open
1956,100,71,65,48,56,open
1957,100,72,54,51,54,known
1958,100,75,57,56,57,known
1959,100,75,60,55,60,known
1960,100,76,64,57,60,open
1961,100,77,66,59,60,open
1962,100,78,66,61,60,open
1963,100,79,64,63,60,known
1964,100,80,68,63,68,known
1965,100,80,72,62,72,known
1966,100,81,72,65,68,open
1967,100,82,74,67,68,open
1968,100,83,74,69,68,open
